year,province,cas_number,substance,tot_air_tonnes,facility_count
2015,ON,56-23-5,Carbon tetrachloride,0.0002,1
2015,ON,56-49-5,3-Methylcholanthrene,0.000114,2
2015,ON,56-55-3,Benz[a]anthracene,0.1635409,17
2015,ON,57-97-6,"7,12-Dimethylbenz[a]anthracene",0.0015488,4
2015,ON,584-84-9,"Toluene-2,4-diisocyanate",0.0003808,4
2015,ON,630-08-0,Carbon monoxide,67834.1491,261
2015,ON,64-18-6,Formic acid,30.937,3
2015,ON,64-75-5,Tetracycline hydrochloride,0.0002,2
2015,ON,67-56-1,Methanol,2057.8725,75
2015,ON,67-63-0,Isopropyl alcohol,587.0839,67
2015,ON,67-66-3,Chloroform,0.0039,1
2015,ON,68-12-2,"n,n-Dimethylformamide",1.5767,1
2015,ON,71-36-3,n-Butyl alcohol,372.8516,21
2015,ON,71-43-2,Benzene,172.2037,19
2015,ON,7429-90-5,Aluminum (fume or dust only),14.4176,5
2015,ON,7440-62-2,Vanadium (except when in an alloy) and its compounds,4.8275,20
2015,ON,7446-09-5,Sulphur dioxide,248757.7696,101
2015,ON,74-83-9,Bromomethane,0.0006,1
2015,ON,74-85-1,Ethylene,458.3306,14
2015,ON,74-87-3,Chloromethane,59.057,2
2015,ON,74-90-8,Hydrogen cyanide,107.0705,4
2015,ON,75-01-4,Vinyl chloride,0.3861,2
2015,ON,75-05-8,Acetonitrile,11.366,3
2015,ON,75-07-0,Acetaldehyde,87.9395,8
2015,ON,75-09-2,Dichloromethane,35.493,5
2015,ON,75-15-0,Carbon disulphide,216.2611,5
2015,ON,75-45-6,HCFC-22,5.8,1
2015,ON,75-69-4,CFC-11,0.0001,1
2015,ON,75-71-8,CFC-12,0.0002,1
2015,ON,7632-00-0,Sodium nitrite,0.5201,1
2015,ON,7647-01-0,Hydrochloric acid,568.9612,39
2015,ON,7664-39-3,Hydrogen fluoride,25.3514,4
2015,ON,7664-93-9,Sulphuric acid,1564.7449,46
2015,ON,7681-49-4,Sodium fluoride,0.0006,1
2015,ON,7697-37-2,Nitric acid,12.5645,14
2015,ON,77-73-6,Dicyclopentadiene,0.3969,1
2015,ON,7782-41-4,Fluorine,0.02,1
2015,ON,7782-50-5,Chlorine,6.901,5
2015,ON,7783-06-4,Hydrogen sulphide,347.2698,20
2015,ON,7789-75-5,Calcium fluoride,1.7078,2
2015,ON,78-79-5,Isoprene,4.9777919,5
2015,ON,78-83-1,i-Butyl alcohol,145.0947,14
2015,ON,78-87-5,"1,2-Dichloropropane",0.0001,1
2015,ON,78-93-3,Methyl ethyl ketone,973.6473,60
2015,ON,79-01-6,Trichloroethylene,23.1287,3
2015,ON,79-21-0,Peracetic acid (and its salts),19.8853,3
2015,ON,80-05-7,Bisphenol A,0.000209,2
2015,ON,80-62-6,Methyl methacrylate,27.5573,4
2015,ON,83-32-9,Acenaphthene,1.1837078,13
2015,ON,85-01-8,Phenanthrene,1.9628996,26
2015,ON,85-44-9,Phthalic anhydride,0.09,3
2015,ON,85-68-7,Butyl benzyl phthalate,0.002,1
2015,ON,86-73-7,Fluorene,0.3834676,17
2015,ON,872-50-4,N-Methyl-2-pyrrolidone,41.6429,10
2015,ON,9016-87-9,Polymeric diphenylmethane diisocyanate,0.011,6
2015,ON,91-08-7,"Toluene-2,6-diisocyanate",0.0001286,3
2015,ON,91-20-3,Naphthalene,34.8301,16
2015,ON,91-22-5,Quinoline,0.2063328,3
2015,ON,92-52-4,Biphenyl,3.7773,5
2015,ON,94-36-0,Benzoyl peroxide,0.0001,1
2015,ON,95-63-6,"1,2,4-Trimethylbenzene",316.2405,28
2015,ON,98-82-8,Cumene,0.1139,4
2015,ON,NA - 01,Antimony (and its compounds),0.202,6
2015,ON,NA - 02,Arsenic (and its compounds),5.8779545,61
2015,ON,NA - 03,Cadmium (and its compounds),1.252918,94
2015,ON,NA - 04,Chromium (and its compounds),1.8908,45
2015,ON,NA - 05,Cobalt (and its compounds),2.9281,24
2015,ON,NA - 06,Copper (and its compounds),85.6229,69
2015,ON,NA - 07,Cyanides (ionic),18.8957,8
2015,ON,NA - 08,Lead (and its compounds),27.5967612,165
2015,ON,NA - 09,Manganese (and its compounds),24.6077,78
2015,ON,NA - 10,Mercury (and its compounds),0.6440596,50
2015,ON,NA - 11,Nickel (and its compounds),91.7713,59
2015,ON,NA - 12,Selenium (and its compounds),11.015518,67
2015,ON,NA - 13,Silver (and its compounds),0.0095,6
2015,ON,NA - 14,Zinc (and its compounds),67.6171,82
2015,ON,NA - 16,Ammonia (total),3021.8311,109
2015,ON,NA - 17,Nitrate ion in solution at pH >= 6.0,2.7274,7
2015,ON,NA - 19,Hexavalent chromium (and its compounds),0.3958575,49
2015,ON,NA - 20,Nonylphenol and its ethoxylates,2.0835071,12
2015,ON,NA - 21,Octylphenol and its ethoxylates,0.0,1
2015,ON,NA - 22,Phosphorus (total),14.9448,55
2015,ON,NA - 37,Thallium (and its compounds),0.1081234,8
2015,ON,NA - D/F,Dioxins and furans - total,5.706e-06,55
2015,ON,NA - M08,Total particulate matter,35101.5381,274
2015,ON,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,19415.9466,711
2015,ON,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,9777.5002,716
2015,ON,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),757.0825,23
2015,ON,NA - M16,Volatile Organic Compounds (VOCs),44111.111,477
2015,ON,NA - P/H,"PAHs, total unspeciated",0.1074173,3
2015,PE,108-88-3,Toluene,8.665,1
2015,PE,110-54-3,n-Hexane,3.751,1
2015,PE,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),213.785,5
2015,PE,118-74-1,Hexachlorobenzene,,1
2015,PE,630-08-0,Carbon monoxide,94.268,2
2015,PE,67-56-1,Methanol,6.015,1
2015,PE,7429-90-5,Aluminum (fume or dust only),0.013,1
2015,PE,7446-09-5,Sulphur dioxide,135.932,3
2015,PE,7647-01-0,Hydrochloric acid,3.912,1
2015,PE,NA - 02,Arsenic (and its compounds),0.002506,1
2015,PE,NA - 03,Cadmium (and its compounds),0.00073,1
2015,PE,NA - 08,Lead (and its compounds),0.00414,1
2015,PE,NA - 09,Manganese (and its compounds),0.285,1
2015,PE,NA - 10,Mercury (and its compounds),0.00392,1
2015,PE,NA - 14,Zinc (and its compounds),0.065,1
2015,PE,NA - 16,Ammonia (total),17.38,2
2015,PE,NA - 22,Phosphorus (total),0.3416,1
2015,PE,NA - D/F,Dioxins and furans - total,2e-09,1
2015,PE,NA - M08,Total particulate matter,35.02,2
2015,PE,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,34.057,5
2015,PE,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,17.078,5
2015,PE,NA - M16,Volatile Organic Compounds (VOCs),205.157,3
2015,QC,100-41-4,Ethylbenzene,16.2146,12
2015,QC,100-42-5,Styrene,600.2262,17
2015,QC,10049-04-4,Chlorine dioxide,34.9985,6
2015,QC,101-68-8,Methylenebis(phenylisocyanate),0.28,2
2015,QC,107-13-1,Acrylonitrile,5.838,3
2015,QC,107-21-1,Ethylene glycol,1.0912,6
2015,QC,108-05-4,Vinyl acetate,15.575,3
2015,QC,108-10-1,Methyl isobutyl ketone,46.4654,15
2015,QC,108-88-3,Toluene,621.8222,37
2015,QC,108-95-2,Phenol (and its salts),79.0926,8
2015,QC,110-54-3,n-Hexane,72.5894,9
2015,QC,110-82-7,Cyclohexane,2.0377,4
2015,QC,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),40620.8834,183
2015,QC,111-76-2,2-Butoxyethanol,23.967,7
2015,QC,115-07-1,Propylene,10.764,4
2015,QC,117-81-7,Bis(2-ethylhexyl) phthalate,1.911,2
2015,QC,118-74-1,Hexachlorobenzene,0.000443507,37
2015,QC,120-12-7,Anthracene,0.301,6
2015,QC,123-91-1,"1,4-Dioxane",1.0512,1
2015,QC,127-18-4,Tetrachloroethylene,13.431,2
2015,QC,129-00-0,Pyrene,1.4103668,25
2015,QC,1319-77-3,"Cresol (all isomers, and their salts)",3.73,1
2015,QC,1330-20-7,Xylene (all isomers),298.3999,32
2015,QC,141-32-2,Butyl acrylate,0.1,2
2015,QC,1634-04-4,Methyl tert-butyl ether,4.0626,2
2015,QC,189-55-9,"Dibenzo[a,i]pyrene",0.0145843,3
2015,QC,189-64-0,"Dibenzo[a,h]pyrene",0.000878,2
2015,QC,191-24-2,Benzo[ghi]perylene,0.030347,10
2015,QC,191-30-0,"Dibenzo[a,l]pyrene",0.0,1
2015,QC,192-65-4,"Dibenzo[a,e]pyrene",0.000305,2
2015,QC,192-97-2,Benzo[e]pyrene,0.0585173,9
2015,QC,193-39-5,"Indeno[1,2,3-cd]pyrene",0.0299107,10
2015,QC,194-59-2,"7H-Dibenzo[c,g]carbazole",0.0,1
2015,QC,198-55-0,Perylene,0.0001001,2
2015,QC,205-82-3,Benzo[j]fluoranthene,0.0482655,9
2015,QC,205-99-2,Benzo[b]fluoranthene,0.0958958,12
2015,QC,206-44-0,Fluoranthene,2.780708,24
2015,QC,207-08-9,Benzo[k]fluoranthene,0.0507289,10
2015,QC,208-96-8,Acenaphthylene,0.5880384,16
2015,QC,218-01-9,Chrysene,0.19693,13
2015,QC,224-42-0,"Dibenz[a,j]acridine",0.0,1
2015,QC,226-36-8,"Dibenz[a,h]acridine",7.1e-05,2
2015,QC,26471-62-5,Toluenediisocyanate (mixed isomers),0.014802,4
2015,QC,302-01-2,Hydrazine (and its salts),0.00154,1
2015,QC,3697-24-3,5-Methylchrysene,0.0004938,1
2015,QC,463-58-1,Carbonyl sulphide,2242.1216,9
2015,QC,50-00-0,Formaldehyde,263.5713,24
2015,QC,50-32-8,Benzo[a]pyrene,0.0492457,13
2015,QC,53-70-3,"Dibenz[a,h]anthracene",0.0171611,8
2015,QC,5385-75-1,"Dibenzo[a,e]fluoranthene",0.0002183,2
2015,QC,5522-43-0,1-Nitropyrene,5.61e-05,1
2015,QC,56-49-5,3-Methylcholanthrene,0.0,1
2015,QC,56-55-3,Benz[a]anthracene,0.1453332,16
2015,QC,57-97-6,"7,12-Dimethylbenz[a]anthracene",0.0,1
2015,QC,584-84-9,"Toluene-2,4-diisocyanate",0.189259,1
2015,QC,630-08-0,Carbon monoxide,407542.1815,192
2015,QC,67-56-1,Methanol,2105.9355,56
2015,QC,67-63-0,Isopropyl alcohol,140.477,25
2015,QC,67-66-3,Chloroform,26.186,2
2015,QC,71-36-3,n-Butyl alcohol,9.2522,5
2015,QC,71-43-2,Benzene,18.2658,8
2015,QC,7429-90-5,Aluminum (fume or dust only),33.309,3
2015,QC,7440-62-2,Vanadium (except when in an alloy) and its compounds,0.4004,3
2015,QC,7446-09-5,Sulphur dioxide,108001.0379,101
2015,QC,74-85-1,Ethylene,4.504,2
2015,QC,75-05-8,Acetonitrile,0.49,1
2015,QC,75-07-0,Acetaldehyde,114.8082,11
2015,QC,75-09-2,Dichloromethane,1.6416,2
2015,QC,7550-45-0,Titanium tetrachloride,6.0,1
2015,QC,7647-01-0,Hydrochloric acid,712.5701,26
2015,QC,7664-39-3,Hydrogen fluoride,958.957,12
2015,QC,7664-93-9,Sulphuric acid,444.5699,20
2015,QC,7697-37-2,Nitric acid,0.0228,2
2015,QC,7726-95-6,Bromine,13.544,1
2015,QC,77-73-6,Dicyclopentadiene,0.4,1
2015,QC,7782-50-5,Chlorine,38.4458,9
2015,QC,7783-06-4,Hydrogen sulphide,94.9996,6
2015,QC,7789-75-5,Calcium fluoride,17.986,3
2015,QC,78-83-1,i-Butyl alcohol,35.3537,4
2015,QC,78-93-3,Methyl ethyl ketone,131.6624,18
2015,QC,79-01-6,Trichloroethylene,12.723,3
2015,QC,79-10-7,Acrylic acid (and its salts),0.003,1
2015,QC,80-05-7,Bisphenol A,0.028416,1
2015,QC,80-62-6,Methyl methacrylate,19.656,5
2015,QC,83-32-9,Acenaphthene,1.0408712,9
2015,QC,85-01-8,Phenanthrene,11.5857497,27
2015,QC,86-73-7,Fluorene,4.5236549,21
2015,QC,9016-87-9,Polymeric diphenylmethane diisocyanate,0.0,1
2015,QC,91-20-3,Naphthalene,5.669,5
2015,QC,91-22-5,Quinoline,0.079,1
2015,QC,924-42-5,N-Methylolacrylamide,0.003,1
2015,QC,95-63-6,"1,2,4-Trimethylbenzene",17.2228,12
2015,QC,NA - 01,Antimony (and its compounds),0.02,3
2015,QC,NA - 02,Arsenic (and its compounds),27.5535586,34
2015,QC,NA - 03,Cadmium (and its compounds),1.4371839,50
2015,QC,NA - 04,Chromium (and its compounds),3.825,12
2015,QC,NA - 05,Cobalt (and its compounds),0.1132,5
2015,QC,NA - 06,Copper (and its compounds),103.6526,14
2015,QC,NA - 08,Lead (and its compounds),80.5883235,69
2015,QC,NA - 09,Manganese (and its compounds),19.819,31
2015,QC,NA - 10,Mercury (and its compounds),0.3436376,40
2015,QC,NA - 11,Nickel (and its compounds),2.5944,8
2015,QC,NA - 12,Selenium (and its compounds),3.9866965,26
2015,QC,NA - 13,Silver (and its compounds),0.4289,3
2015,QC,NA - 14,Zinc (and its compounds),167.0178,23
2015,QC,NA - 16,Ammonia (total),1152.7444,43
2015,QC,NA - 19,Hexavalent chromium (and its compounds),0.0518849,25
2015,QC,NA - 20,Nonylphenol and its ethoxylates,0.0895281,4
2015,QC,NA - 22,Phosphorus (total),5.8622,28
2015,QC,NA - 37,Thallium (and its compounds),0.000203,1
2015,QC,NA - D/F,Dioxins and furans - total,4.04e-06,40
2015,QC,NA - M08,Total particulate matter,26749.5066,213
2015,QC,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,13459.934,383
2015,QC,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,7723.7953,384
2015,QC,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),1605.9535,16
2015,QC,NA - M16,Volatile Organic Compounds (VOCs),21146.8173,319
2015,QC,NA - P/H,"PAHs, total unspeciated",1.4618422,16
2015,SK,100-41-4,Ethylbenzene,34.7454,5
2015,SK,107-13-1,Acrylonitrile,0.0798,1
2015,SK,108-88-3,Toluene,135.7175,12
2015,SK,108-95-2,Phenol (and its salts),14.4,1
2015,SK,110-54-3,n-Hexane,973.3168,26
2015,SK,110-82-7,Cyclohexane,34.0771,9
2015,SK,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),53382.0292,172
2015,SK,111-76-2,2-Butoxyethanol,0.0041,1
2015,SK,115-07-1,Propylene,7.44,1
2015,SK,118-74-1,Hexachlorobenzene,0.000422759,9
2015,SK,120-12-7,Anthracene,8.98,1
2015,SK,129-00-0,Pyrene,0.0146685,6
2015,SK,1330-20-7,Xylene (all isomers),130.9545,15
2015,SK,191-24-2,Benzo[ghi]perylene,0.0013832,5
2015,SK,192-97-2,Benzo[e]pyrene,0.0007556,2
2015,SK,193-39-5,"Indeno[1,2,3-cd]pyrene",0.0004762,6
2015,SK,198-55-0,Perylene,5e-07,1
2015,SK,205-82-3,Benzo[j]fluoranthene,0.0,1
2015,SK,205-99-2,Benzo[b]fluoranthene,3.3e-05,5
2015,SK,206-44-0,Fluoranthene,0.0189698,6
2015,SK,207-08-9,Benzo[k]fluoranthene,0.000254,6
2015,SK,208-96-8,Acenaphthylene,0.0252374,5
2015,SK,218-01-9,Chrysene,0.0013015,5
2015,SK,463-58-1,Carbonyl sulphide,29.078,2
2015,SK,50-00-0,Formaldehyde,31.2203,4
2015,SK,50-32-8,Benzo[a]pyrene,0.0104712,5
2015,SK,53-70-3,"Dibenz[a,h]anthracene",6.25e-05,5
2015,SK,56-55-3,Benz[a]anthracene,0.0034287,6
2015,SK,630-08-0,Carbon monoxide,34747.0608,175
2015,SK,67-56-1,Methanol,226.01,7
2015,SK,67-63-0,Isopropyl alcohol,2.66,1
2015,SK,71-36-3,n-Butyl alcohol,3.299,2
2015,SK,71-43-2,Benzene,27.4438,10
2015,SK,7440-62-2,Vanadium (except when in an alloy) and its compounds,1.1,1
2015,SK,7446-09-5,Sulphur dioxide,113801.7942,108
2015,SK,74-85-1,Ethylene,18.69,1
2015,SK,75-07-0,Acetaldehyde,55.5573,2
2015,SK,75-09-2,Dichloromethane,1.3,1
2015,SK,75-15-0,Carbon disulphide,16.71,1
2015,SK,7647-01-0,Hydrochloric acid,138.4,5
2015,SK,7664-39-3,Hydrogen fluoride,363.0,3
2015,SK,7664-93-9,Sulphuric acid,4.648,2
2015,SK,7782-50-5,Chlorine,0.0001,1
2015,SK,7783-06-4,Hydrogen sulphide,417.4844,11
2015,SK,78-93-3,Methyl ethyl ketone,9.866,3
2015,SK,83-32-9,Acenaphthene,2.24e-05,4
2015,SK,85-01-8,Phenanthrene,0.0264127,6
2015,SK,86-73-7,Fluorene,0.0080197,4
2015,SK,91-20-3,Naphthalene,13.45,1
2015,SK,91-22-5,Quinoline,0.0048903,1
2015,SK,92-52-4,Biphenyl,1.1003,1
2015,SK,94-36-0,Benzoyl peroxide,0.0041,1
2015,SK,95-63-6,"1,2,4-Trimethylbenzene",73.584,5
2015,SK,NA - 02,Arsenic (and its compounds),0.3262392,10
2015,SK,NA - 03,Cadmium (and its compounds),0.0271281,8
2015,SK,NA - 04,Chromium (and its compounds),0.01,1
2015,SK,NA - 06,Copper (and its compounds),0.01,2
2015,SK,NA - 08,Lead (and its compounds),0.6423665,12
2015,SK,NA - 09,Manganese (and its compounds),1.0264,4
2015,SK,NA - 10,Mercury (and its compounds),0.4775579,6
2015,SK,NA - 11,Nickel (and its compounds),0.571,2
2015,SK,NA - 12,Selenium (and its compounds),0.6805314,10
2015,SK,NA - 14,Zinc (and its compounds),22.3996,6
2015,SK,NA - 16,Ammonia (total),1042.657,9
2015,SK,NA - 19,Hexavalent chromium (and its compounds),1.8e-06,1
2015,SK,NA - 20,Nonylphenol and its ethoxylates,0.001979,1
2015,SK,NA - 22,Phosphorus (total),8.149,3
2015,SK,NA - 37,Thallium (and its compounds),0.032,3
2015,SK,NA - D/F,Dioxins and furans - total,7.9e-07,9
2015,SK,NA - M08,Total particulate matter,28144.0738,119
2015,SK,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,9413.0084,471
2015,SK,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,4209.4441,555
2015,SK,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),280.2161,9
2015,SK,NA - M16,Volatile Organic Compounds (VOCs),13164.681399,86
2015,SK,NA - P/H,"PAHs, total unspeciated",3.7e-05,3
2015,YT,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),59.3721,2
2015,YT,118-74-1,Hexachlorobenzene,,1
2015,YT,630-08-0,Carbon monoxide,29.3125,1
2015,YT,NA - D/F,Dioxins and furans - total,,1
2015,YT,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,0.6146,1
2015,YT,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,0.9179,2
2016,AB,100-41-4,Ethylbenzene,376.8859,20
2016,AB,100-42-5,Styrene,158.0809,7
2016,AB,10049-04-4,Chlorine dioxide,38.5506,2
2016,AB,101-68-8,Methylenebis(phenylisocyanate),0.0207,3
2016,AB,106-99-0,"1,3-Butadiene",3.0283,3
2016,AB,107-02-8,Acrolein,15.176,2
2016,AB,107-06-2,"1,2-Dichloroethane",0.0339,1
2016,AB,107-21-1,Ethylene glycol,150.4747,16
2016,AB,108-05-4,Vinyl acetate,167.46,1
2016,AB,108-10-1,Methyl isobutyl ketone,18.71,2
2016,AB,108-88-3,Toluene,1156.7087,74
2016,AB,108-95-2,Phenol (and its salts),4.2966,5
2016,AB,110-54-3,n-Hexane,1779.3299,89
2016,AB,110-82-7,Cyclohexane,363.299,37
2016,AB,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),307793.51409,1712
2016,AB,111-42-2,Diethanolamine (and its salts),0.0,1
2016,AB,111-76-2,2-Butoxyethanol,74.088,2
2016,AB,115-07-1,Propylene,152.1821,9
2016,AB,118-74-1,Hexachlorobenzene,0.000685177,25
2016,AB,121-44-8,Triethylamine,0.09,1
2016,AB,123-91-1,"1,4-Dioxane",0.7422,2
2016,AB,129-00-0,Pyrene,0.3621983,14
2016,AB,1319-77-3,"Cresol (all isomers, and their salts)",8.628,1
2016,AB,1330-20-7,Xylene (all isomers),1588.4207,61
2016,AB,1634-04-4,Methyl tert-butyl ether,0.24,1
2016,AB,191-24-2,Benzo[ghi]perylene,0.0321332,8
2016,AB,191-30-0,"Dibenzo[a,l]pyrene",3e-06,1
2016,AB,192-65-4,"Dibenzo[a,e]pyrene",0.0,1
2016,AB,192-97-2,Benzo[e]pyrene,0.0038918,7
2016,AB,193-39-5,"Indeno[1,2,3-cd]pyrene",0.0100143,6
2016,AB,198-55-0,Perylene,0.0012608,7
2016,AB,205-82-3,Benzo[j]fluoranthene,0.0012775,3
2016,AB,205-99-2,Benzo[b]fluoranthene,0.0187056,8
2016,AB,206-44-0,Fluoranthene,0.3064807,14
2016,AB,207-08-9,Benzo[k]fluoranthene,0.0824326,6
2016,AB,208-96-8,Acenaphthylene,11.407788,11
2016,AB,218-01-9,Chrysene,0.0492834,9
2016,AB,224-42-0,"Dibenz[a,j]acridine",0.000346,1
2016,AB,226-36-8,"Dibenz[a,h]acridine",4.5e-05,1
2016,AB,26471-62-5,Toluenediisocyanate (mixed isomers),0.01397,2
2016,AB,463-58-1,Carbonyl sulphide,923.0202,25
2016,AB,50-00-0,Formaldehyde,481.5476,22
2016,AB,50-32-8,Benzo[a]pyrene,0.0102606,8
2016,AB,53-70-3,"Dibenz[a,h]anthracene",0.110858,7
2016,AB,5522-43-0,1-Nitropyrene,2.2e-05,1
2016,AB,56-49-5,3-Methylcholanthrene,0.00091,2
2016,AB,56-55-3,Benz[a]anthracene,0.0133612,8
2016,AB,57-97-6,"7,12-Dimethylbenz[a]anthracene",3.4e-05,2
2016,AB,630-08-0,Carbon monoxide,198158.08795,1458
2016,AB,64-18-6,Formic acid,1.5873,2
2016,AB,67-56-1,Methanol,2766.1959,50
2016,AB,67-63-0,Isopropyl alcohol,42.8972,11
2016,AB,68-12-2,"n,n-Dimethylformamide",0.36,1
2016,AB,71-36-3,n-Butyl alcohol,63.859,3
2016,AB,71-43-2,Benzene,492.0923,70
2016,AB,7429-90-5,Aluminum (fume or dust only),16.357,1
2016,AB,7440-62-2,Vanadium (except when in an alloy) and its compounds,6.7475,8
2016,AB,7446-09-5,Sulphur dioxide,216599.3092,298
2016,AB,74-85-1,Ethylene,1018.7426,14
2016,AB,75-00-3,Chloroethane,0.1541,2
2016,AB,75-05-8,Acetonitrile,1.21,1
2016,AB,75-07-0,Acetaldehyde,139.1476,11
2016,AB,75-09-2,Dichloromethane,3.86,1
2016,AB,75-15-0,Carbon disulphide,305.607,15
2016,AB,75-21-8,Ethylene oxide,1.3605,2
2016,AB,7647-01-0,Hydrochloric acid,7983.5445,17
2016,AB,7664-39-3,Hydrogen fluoride,1277.0326,6
2016,AB,7664-93-9,Sulphuric acid,643.2653,16
2016,AB,7697-37-2,Nitric acid,0.134,1
2016,AB,7723-14-0,Phosphorus (yellow or white only),0.8108,1
2016,AB,7782-50-5,Chlorine,156.0633,5
2016,AB,7783-06-4,Hydrogen sulphide,589.5183,54
2016,AB,7789-75-5,Calcium fluoride,2.4671,1
2016,AB,78-00-2,Tetraethyl lead,2e-05,2
2016,AB,78-79-5,Isoprene,1.2456804,6
2016,AB,78-93-3,Methyl ethyl ketone,67.805,5
2016,AB,79-21-0,Peracetic acid (and its salts),5.87,1
2016,AB,80-05-7,Bisphenol A,1e-05,1
2016,AB,83-32-9,Acenaphthene,0.0911845,10
2016,AB,85-01-8,Phenanthrene,2.2019027,15
2016,AB,86-73-7,Fluorene,0.2004908,9
2016,AB,872-50-4,N-Methyl-2-pyrrolidone,2.66,3
2016,AB,9016-87-9,Polymeric diphenylmethane diisocyanate,0.0009,2
2016,AB,91-20-3,Naphthalene,21.1355,5
2016,AB,91-22-5,Quinoline,0.00603,1
2016,AB,95-63-6,"1,2,4-Trimethylbenzene",222.8823,25
2016,AB,98-82-8,Cumene,68.4347,3
2016,AB,NA - 01,Antimony (and its compounds),0.0043,1
2016,AB,NA - 02,Arsenic (and its compounds),0.2482613,21
2016,AB,NA - 03,Cadmium (and its compounds),0.2724623,33
2016,AB,NA - 04,Chromium (and its compounds),0.7127,9
2016,AB,NA - 05,Cobalt (and its compounds),1.0019024,28
2016,AB,NA - 06,Copper (and its compounds),0.9008,16
2016,AB,NA - 08,Lead (and its compounds),1.2761457,34
2016,AB,NA - 09,Manganese (and its compounds),5.4226,19
2016,AB,NA - 10,Mercury (and its compounds),0.3803464,23
2016,AB,NA - 11,Nickel (and its compounds),4.2374,13
2016,AB,NA - 12,Selenium (and its compounds),0.2644995,39
2016,AB,NA - 13,Silver (and its compounds),0.074,1
2016,AB,NA - 14,Zinc (and its compounds),9.2348,23
2016,AB,NA - 16,Ammonia (total),9115.8046,43
2016,AB,NA - 19,Hexavalent chromium (and its compounds),0.5511514,11
2016,AB,NA - 20,Nonylphenol and its ethoxylates,0.0229719,3
2016,AB,NA - 22,Phosphorus (total),11.0692,9
2016,AB,NA - 37,Thallium (and its compounds),2.9e-05,1
2016,AB,NA - D/F,Dioxins and furans - total,2.058e-06,27
2016,AB,NA - M08,Total particulate matter,119602.0794,326
2016,AB,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,44503.21814,1046
2016,AB,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,11902.57794,1282
2016,AB,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),1743.7831,76
2016,AB,NA - M16,Volatile Organic Compounds (VOCs),75652.1258,467
2016,AB,NA - P/H,"PAHs, total unspeciated",0.872755,6
2016,BC,100-41-4,Ethylbenzene,16.103,7
2016,BC,100-42-5,Styrene,418.6176,6
2016,BC,10049-04-4,Chlorine dioxide,171.508,9
2016,BC,101-68-8,Methylenebis(phenylisocyanate),0.4407,6
2016,BC,107-02-8,Acrolein,24.751,2
2016,BC,107-21-1,Ethylene glycol,5.1961,3
2016,BC,108-10-1,Methyl isobutyl ketone,3.339,2
2016,BC,108-88-3,Toluene,54.466,16
2016,BC,108-95-2,Phenol (and its salts),34.0015,6
2016,BC,110-54-3,n-Hexane,54.5184,8
2016,BC,110-82-7,Cyclohexane,1.736,4
2016,BC,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),50359.994742,369
2016,BC,111-76-2,2-Butoxyethanol,0.0,1
2016,BC,115-07-1,Propylene,44.3422,2
2016,BC,118-74-1,Hexachlorobenzene,0.000147589,26
2016,BC,120-12-7,Anthracene,0.0127,1
2016,BC,129-00-0,Pyrene,0.1806235,17
2016,BC,1319-77-3,"Cresol (all isomers, and their salts)",0.01,1
2016,BC,1330-20-7,Xylene (all isomers),62.8292,14
2016,BC,191-24-2,Benzo[ghi]perylene,0.0006841,5
2016,BC,192-97-2,Benzo[e]pyrene,0.0005759,4
2016,BC,193-39-5,"Indeno[1,2,3-cd]pyrene",0.0001014,4
2016,BC,198-55-0,Perylene,6.58e-05,4
2016,BC,205-82-3,Benzo[j]fluoranthene,6.75e-05,1
2016,BC,205-99-2,Benzo[b]fluoranthene,0.0005125,5
2016,BC,206-44-0,Fluoranthene,0.1680965,15
2016,BC,207-08-9,Benzo[k]fluoranthene,6.5e-05,3
2016,BC,208-96-8,Acenaphthylene,0.2900328,18
2016,BC,218-01-9,Chrysene,0.0528002,12
2016,BC,26471-62-5,Toluenediisocyanate (mixed isomers),0.0023501,2
2016,BC,463-58-1,Carbonyl sulphide,465.068,6
2016,BC,50-00-0,Formaldehyde,310.5713,17
2016,BC,50-32-8,Benzo[a]pyrene,0.0068936,6
2016,BC,53-70-3,"Dibenz[a,h]anthracene",6e-06,2
