year,province,cas_number,substance,tot_air_tonnes,facility_count
2022,NU,7647-01-0,Hydrochloric acid,0.265757,1
2022,NU,7783-06-4,Hydrogen sulphide,305.335982,2
2022,NU,NA - 01,Antimony (and its compounds),0.001121,1
2022,NU,NA - 02,Arsenic (and its compounds),0.054729307,5
2022,NU,NA - 03,Cadmium (and its compounds),0.000687663,4
2022,NU,NA - 04,Chromium (and its compounds),0.033091,2
2022,NU,NA - 05,Cobalt (and its compounds),0.012149214,4
2022,NU,NA - 06,Copper (and its compounds),0.009463,2
2022,NU,NA - 07,Cyanides (ionic),13.279701,2
2022,NU,NA - 08,Lead (and its compounds),0.008011741,4
2022,NU,NA - 09,Manganese (and its compounds),0.189574,2
2022,NU,NA - 10,Mercury (and its compounds),5.5837e-05,2
2022,NU,NA - 11,Nickel (and its compounds),0.024901,2
2022,NU,NA - 12,Selenium (and its compounds),0.001660957,4
2022,NU,NA - 14,Zinc (and its compounds),0.04481,2
2022,NU,NA - 22,Phosphorus (total),0.029735,2
2022,NU,NA - 37,Thallium (and its compounds),4.3409e-05,4
2022,NU,NA - 40,Vanadium (and its compounds),0.01594,2
2022,NU,NA - D/F,Dioxins and furans - total,2e-09,6
2022,NU,NA - M08,Total particulate matter,4674.351258,6
2022,NU,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,1558.290441,34
2022,NU,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,311.833004,35
2022,NU,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),305.335982,2
2022,NU,NA - M16,Volatile Organic Compounds (Total),127.340399,4
2022,ON,100-41-4,Ethylbenzene,75.744705,35
2022,ON,100-42-5,Styrene,319.371604,26
2022,ON,10049-04-4,Chlorine dioxide,2.927,2
2022,ON,101-14-4,"p,p'-Methylenebis(2-chloroaniline)",10.2,1
2022,ON,101-68-8,Methylenebis(phenylisocyanate),83.846368,13
2022,ON,103-23-1,Bis(2-ethylhexyl) adipate,2.661,2
2022,ON,106-99-0,"1,3-Butadiene",12.2306,6
2022,ON,107-06-2,"1,2-Dichloroethane",0.002349,2
2022,ON,107-13-1,Acrylonitrile,1.105875,4
2022,ON,107-18-6,Allyl alcohol,0.019,1
2022,ON,107-21-1,Ethylene glycol,16.894574,20
2022,ON,108-05-4,Vinyl acetate,0.34,1
2022,ON,108-10-1,Methyl isobutyl ketone,73.702883,18
2022,ON,108-31-6,Maleic anhydride,38.2808,4
2022,ON,108-88-3,Toluene,861.01478,88
2022,ON,108-95-2,Phenol (and its salts),345.68356,7
2022,ON,110-54-3,n-Hexane,1054.626222,36
2022,ON,110-82-7,Cyclohexane,206.292151,17
2022,ON,110-86-1,Pyridine (and its salts),2.96,1
2022,ON,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),58482.7406,293
2022,ON,111-42-2,Diethanolamine (and its salts),1.369,3
2022,ON,111-76-2,2-Butoxyethanol,322.654712,27
2022,ON,115-07-1,Propylene,198.522323,11
2022,ON,117-81-7,Bis(2-ethylhexyl) phthalate,0.0083,1
2022,ON,118-74-1,Hexachlorobenzene,0.001870023,46
2022,ON,120-12-7,Anthracene,0.802624344,20
2022,ON,121-44-8,Triethylamine,0.003101,2
2022,ON,127-18-4,Tetrachloroethylene,12.618675,3
2022,ON,129-00-0,Pyrene,0.607584308,23
2022,ON,131-11-3,Dimethyl phthalate,36.398,2
2022,ON,1313-27-5,Molybdenum trioxide,0.0,1
2022,ON,1319-77-3,"Cresol (all isomers, and their salts)",2.37048,3
2022,ON,1330-20-7,Xylene (all isomers),884.507097,77
2022,ON,1344-28-1,Aluminum oxide (fibrous forms only),0.1419,2
2022,ON,139-13-9,Nitrilotriacetic acid (and its salts),0.009994,1
2022,ON,140-88-5,Ethyl acrylate,0.047344,1
2022,ON,141-32-2,Butyl acrylate,2.24291,2
2022,ON,1634-04-4,Methyl tert-butyl ether,0.918,4
2022,ON,189-55-9,"Dibenzo[a,i]pyrene",0.96399406,4
2022,ON,189-64-0,"Dibenzo[a,h]pyrene",0.023957,1
2022,ON,191-24-2,Benzo[ghi]perylene,0.043301651,15
2022,ON,191-30-0,"Dibenzo[a,l]pyrene",0.023952,1
2022,ON,192-65-4,"Dibenzo[a,e]pyrene",0.02397052,2
2022,ON,192-97-2,Benzo[e]pyrene,0.040145032,9
2022,ON,193-39-5,"Indeno[1,2,3-cd]pyrene",0.053588006,13
2022,ON,194-59-2,"7H-Dibenzo[c,g]carbazole",5.5143e-05,1
2022,ON,198-55-0,Perylene,0.02633372,9
2022,ON,205-82-3,Benzo[j]fluoranthene,0.017325946,9
2022,ON,205-99-2,Benzo[b]fluoranthene,0.125288336,13
2022,ON,206-44-0,Fluoranthene,0.553880065,20
2022,ON,207-08-9,Benzo[k]fluoranthene,0.08031542,12
2022,ON,208-96-8,Acenaphthylene,0.87910985,20
2022,ON,218-01-9,Chrysene,0.201450344,16
2022,ON,224-42-0,"Dibenz[a,j]acridine",0.00136914,2
2022,ON,226-36-8,"Dibenz[a,h]acridine",0.00064614,2
2022,ON,26471-62-5,Toluenediisocyanate (mixed isomers),0.1307621,6
2022,ON,302-01-2,Hydrazine (and its salts),0.05394,3
2022,ON,4098-71-9,Isophorone diisocyanate,0.000143,1
2022,ON,463-58-1,Carbonyl sulphide,16.90367,2
2022,ON,50-00-0,Formaldehyde,556.15374,14
2022,ON,50-32-8,Benzo[a]pyrene,0.138993916,17
2022,ON,53-70-3,"Dibenz[a,h]anthracene",0.108037881,7
2022,ON,56-23-5,Carbon tetrachloride,0.001213,1
2022,ON,56-49-5,3-Methylcholanthrene,3.736e-06,2
2022,ON,56-55-3,Benz[a]anthracene,0.162431254,16
2022,ON,57-97-6,"7,12-Dimethylbenz[a]anthracene",0.001377089,3
2022,ON,584-84-9,"Toluene-2,4-diisocyanate",0.00022181,3
2022,ON,62-53-3,Aniline (and its salts),0.001,1
2022,ON,630-08-0,Carbon monoxide,71015.801696,247
2022,ON,64-18-6,Formic acid,35.668568,2
2022,ON,67-56-1,Methanol,1909.608637,67
2022,ON,67-63-0,Isopropyl alcohol,414.385102,54
2022,ON,67-66-3,Chloroform,8.932612,3
2022,ON,68-12-2,"n,n-Dimethylformamide",0.16198,2
2022,ON,68412-48-6,"2-Propanone, reaction products with diphenylamine",0.0004218,2
2022,ON,68953-84-4,"1,4-Benzenediamine, N,N'-mixed phenyl and tolyl derivatives",0.00324,1
2022,ON,71-36-3,n-Butyl alcohol,276.844375,24
2022,ON,71-43-2,Benzene,148.461152,17
2022,ON,7429-90-5,Aluminum (fume or dust only),1.50332,7
2022,ON,7446-09-5,Sulphur dioxide,119214.830503,86
2022,ON,74-83-9,Bromomethane,0.001932,1
2022,ON,74-85-1,Ethylene,305.271483,14
2022,ON,74-87-3,Chloromethane,51.48,1
2022,ON,74-90-8,Hydrogen cyanide,109.48806,3
2022,ON,75-01-4,Vinyl chloride,0.377253,2
2022,ON,75-05-8,Acetonitrile,2.1713,7
2022,ON,75-07-0,Acetaldehyde,111.58816,10
2022,ON,75-09-2,Dichloromethane,6.885575,9
2022,ON,75-15-0,Carbon disulphide,135.899175,5
2022,ON,75-65-0,tert-Butyl alcohol,0.5677,2
2022,ON,75-71-8,CFC-12,1.919253,2
2022,ON,7632-00-0,Sodium nitrite,0.0,1
2022,ON,7647-01-0,Hydrochloric acid,2493.7145,50
2022,ON,7664-39-3,Hydrogen fluoride,75.711265,5
2022,ON,7664-93-9,Sulphuric acid,1334.787354,44
2022,ON,7681-49-4,Sodium fluoride,0.019,1
2022,ON,7697-37-2,Nitric acid,2.458367,13
2022,ON,7726-95-6,Bromine,0.028,1
2022,ON,7782-41-4,Fluorine,0.021,1
2022,ON,7782-50-5,Chlorine,4.824601,7
2022,ON,7783-06-4,Hydrogen sulphide,344.628317,20
2022,ON,7789-75-5,Calcium fluoride,0.1945,2
2022,ON,78-79-5,Isoprene,6.3824039,10
2022,ON,78-83-1,i-Butyl alcohol,71.002925,11
2022,ON,78-93-3,Methyl ethyl ketone,649.490374,47
2022,ON,79-01-6,Trichloroethylene,22.591175,2
2022,ON,79-06-1,Acrylamide,0.013459,1
2022,ON,79-10-7,Acrylic acid (and its salts),8.878526,2
2022,ON,79-21-0,Peracetic acid (and its salts),15.1376,1
2022,ON,80-05-7,Bisphenol A,0.000533002,5
2022,ON,80-62-6,Methyl methacrylate,24.663615,5
2022,ON,83-32-9,Acenaphthene,1.236103556,13
2022,ON,84-74-2,Dibutyl phthalate,0.003,1
2022,ON,85-01-8,Phenanthrene,2.247942028,26
2022,ON,85-44-9,Phthalic anhydride,0.088701,3
2022,ON,85-68-7,Butyl benzyl phthalate,1e-06,1
2022,ON,86-73-7,Fluorene,1.270442796,17
2022,ON,872-50-4,N-Methyl-2-pyrrolidone,24.093672,8
2022,ON,9016-87-9,Polymeric diphenylmethane diisocyanate,13.770324,10
2022,ON,91-08-7,"Toluene-2,6-diisocyanate",7.367e-05,2
2022,ON,91-20-3,Naphthalene,35.324102,15
2022,ON,91-22-5,Quinoline,0.204030304,3
2022,ON,92-52-4,Biphenyl,3.9334,3
2022,ON,95-63-6,"1,2,4-Trimethylbenzene",258.891567,38
2022,ON,96-33-3,Methyl acrylate,0.007,2
2022,ON,98-82-8,Cumene,26.961483,4
2022,ON,98-86-2,Acetophenone,26.555,1
2022,ON,NA - 01,Antimony (and its compounds),0.301748,8
2022,ON,NA - 02,Arsenic (and its compounds),4.51149431,62
2022,ON,NA - 03,Cadmium (and its compounds),0.815240085,87
2022,ON,NA - 04,Chromium (and its compounds),2.122423,60
2022,ON,NA - 05,Cobalt (and its compounds),1.854389854,103
2022,ON,NA - 06,Copper (and its compounds),39.027614,85
2022,ON,NA - 07,Cyanides (ionic),2.917074,5
2022,ON,NA - 08,Lead (and its compounds),7.610878037,147
2022,ON,NA - 09,Manganese (and its compounds),27.577198,92
2022,ON,NA - 10,Mercury (and its compounds),0.620865624,57
2022,ON,NA - 11,Nickel (and its compounds),26.671123,70
2022,ON,NA - 12,Selenium (and its compounds),2.301829259,66
2022,ON,NA - 13,Silver (and its compounds),0.015515,6
2022,ON,NA - 14,Zinc (and its compounds),92.451246,90
2022,ON,NA - 16,Ammonia (total),2496.823268,111
2022,ON,NA - 17,Nitrate ion in solution at pH >= 6.0,3.820124,3
2022,ON,NA - 19,Hexavalent chromium (and its compounds),0.072503298,55
2022,ON,NA - 20,Nonylphenol and its ethoxylates,0.2108424,10
2022,ON,NA - 22,Phosphorus (total),11.436278,47
2022,ON,NA - 37,Thallium (and its compounds),0.096816073,14
2022,ON,NA - 38,"Chlorinated alkanes, medium-chain, CnHxCl(2n+2x), 14 = n = 17",0.00025,2
2022,ON,NA - 40,Vanadium (and its compounds),6.262927,23
2022,ON,NA - D/F,Dioxins and furans - total,2.762e-06,46
2022,ON,NA - M08,Total particulate matter,34808.258499,276
2022,ON,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,17047.130337,718
2022,ON,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,8161.639538,702
2022,ON,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),645.488979,27
2022,ON,NA - M16,Volatile Organic Compounds (Total),42206.270141,453
2022,ON,NA - P/H,"PAHs, total unspeciated",0.048734,3
2022,PE,108-88-3,Toluene,6.412,3
2022,PE,110-54-3,n-Hexane,3.156,2
2022,PE,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),85.638,4
2022,PE,1330-20-7,Xylene (all isomers),0.266,1
2022,PE,630-08-0,Carbon monoxide,49.075,3
2022,PE,67-56-1,Methanol,4.47,2
2022,PE,7446-09-5,Sulphur dioxide,23.874,3
2022,PE,75-09-2,Dichloromethane,0.75,2
2022,PE,NA - 16,Ammonia (total),16.3,1
2022,PE,NA - M08,Total particulate matter,0.079,2
2022,PE,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,1.902,4
2022,PE,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,1.712,4
2022,PE,NA - M16,Volatile Organic Compounds (Total),37.558,4
2022,QC,100-41-4,Ethylbenzene,24.414624,10
2022,QC,100-42-5,Styrene,584.871222,26
2022,QC,10049-04-4,Chlorine dioxide,54.3693,5
2022,QC,101-68-8,Methylenebis(phenylisocyanate),0.27788,1
2022,QC,106-46-7,p-Dichlorobenzene,0.0,1
2022,QC,106-99-0,"1,3-Butadiene",0.003,1
2022,QC,107-02-8,Acrolein,12.326,1
2022,QC,107-06-2,"1,2-Dichloroethane",0.018,1
2022,QC,107-13-1,Acrylonitrile,3.9673,2
2022,QC,107-21-1,Ethylene glycol,5.368893,8
2022,QC,108-05-4,Vinyl acetate,14.763,3
2022,QC,108-10-1,Methyl isobutyl ketone,41.4725,10
2022,QC,108-88-3,Toluene,263.443761,35
2022,QC,108-90-7,Chlorobenzene,0.014,1
2022,QC,108-95-2,Phenol (and its salts),79.778198,7
2022,QC,110-54-3,n-Hexane,133.631929,14
2022,QC,110-82-7,Cyclohexane,2.465634,4
2022,QC,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),38553.506632,178
2022,QC,111-42-2,Diethanolamine (and its salts),0.90375,1
2022,QC,111-76-2,2-Butoxyethanol,33.857,5
2022,QC,115-07-1,Propylene,26.571112,6
2022,QC,118-74-1,Hexachlorobenzene,0.001000884,38
2022,QC,120-12-7,Anthracene,1.023315466,19
2022,QC,129-00-0,Pyrene,1.000397271,27
2022,QC,131-11-3,Dimethyl phthalate,0.303,1
2022,QC,1313-27-5,Molybdenum trioxide,0.028762,2
2022,QC,1319-77-3,"Cresol (all isomers, and their salts)",2.791,1
2022,QC,1330-20-7,Xylene (all isomers),275.625604,35
2022,QC,141-32-2,Butyl acrylate,0.426,3
2022,QC,1634-04-4,Methyl tert-butyl ether,1.914,1
2022,QC,189-55-9,"Dibenzo[a,i]pyrene",0.0010594,2
2022,QC,189-64-0,"Dibenzo[a,h]pyrene",0.000911,2
2022,QC,191-24-2,Benzo[ghi]perylene,0.029107002,10
2022,QC,191-30-0,"Dibenzo[a,l]pyrene",0.0,1
2022,QC,192-65-4,"Dibenzo[a,e]pyrene",0.0004624,2
2022,QC,192-97-2,Benzo[e]pyrene,0.062429076,12
2022,QC,193-39-5,"Indeno[1,2,3-cd]pyrene",0.027304031,13
2022,QC,194-59-2,"7H-Dibenzo[c,g]carbazole",0.0,1
2022,QC,198-55-0,Perylene,9.43e-05,2
2022,QC,205-82-3,Benzo[j]fluoranthene,0.04228508,9
2022,QC,205-99-2,Benzo[b]fluoranthene,0.084528394,17
2022,QC,206-44-0,Fluoranthene,1.786226387,26
2022,QC,207-08-9,Benzo[k]fluoranthene,0.045545753,13
2022,QC,208-96-8,Acenaphthylene,1.126746004,16
2022,QC,218-01-9,Chrysene,0.234236985,12
2022,QC,224-42-0,"Dibenz[a,j]acridine",0.0,1
2022,QC,226-36-8,"Dibenz[a,h]acridine",0.0001359,1
2022,QC,302-01-2,Hydrazine (and its salts),0.00105,1
2022,QC,3697-24-3,5-Methylchrysene,0.0,1
2022,QC,463-58-1,Carbonyl sulphide,2139.631,10
2022,QC,50-00-0,Formaldehyde,326.815384,28
2022,QC,50-32-8,Benzo[a]pyrene,0.040300606,13
2022,QC,53-70-3,"Dibenz[a,h]anthracene",0.009968904,12
2022,QC,5385-75-1,"Dibenzo[a,e]fluoranthene",0.0001972,2
2022,QC,5522-43-0,1-Nitropyrene,0.000179,1
2022,QC,554-13-2,Lithium carbonate,3.0,1
2022,QC,56-49-5,3-Methylcholanthrene,1.09e-07,2
2022,QC,56-55-3,Benz[a]anthracene,0.100688248,19
2022,QC,57-97-6,"7,12-Dimethylbenz[a]anthracene",1.6369e-05,2
2022,QC,584-84-9,"Toluene-2,4-diisocyanate",0.015235,3
2022,QC,630-08-0,Carbon monoxide,407921.393325,203
2022,QC,64-18-6,Formic acid,0.083,1
2022,QC,67-56-1,Methanol,1985.791876,49
2022,QC,67-63-0,Isopropyl alcohol,174.613042,24
2022,QC,67-66-3,Chloroform,0.5013,3
2022,QC,68-12-2,"n,n-Dimethylformamide",0.001,1
2022,QC,68953-84-4,"1,4-Benzenediamine, N,N'-mixed phenyl and tolyl derivatives",7.6e-05,1
2022,QC,71-36-3,n-Butyl alcohol,57.403079,5
2022,QC,71-43-2,Benzene,38.676115,14
2022,QC,7429-90-5,Aluminum (fume or dust only),8.766413,7
2022,QC,7446-09-5,Sulphur dioxide,92692.153332,100
2022,QC,74-85-1,Ethylene,13.553514,4
2022,QC,74-90-8,Hydrogen cyanide,64.338,1
2022,QC,75-07-0,Acetaldehyde,139.05959,10
2022,QC,75-09-2,Dichloromethane,0.9567,2
2022,QC,75-15-0,Carbon disulphide,0.894,1
2022,QC,7647-01-0,Hydrochloric acid,438.654729,30
2022,QC,7664-39-3,Hydrogen fluoride,1248.137,10
2022,QC,7664-93-9,Sulphuric acid,388.537513,22
2022,QC,7697-37-2,Nitric acid,18.67619,4
2022,QC,7726-95-6,Bromine,11.672,1
2022,QC,7782-41-4,Fluorine,1.9096,1
2022,QC,7782-50-5,Chlorine,27.382548,7
2022,QC,7783-06-4,Hydrogen sulphide,141.643547,9
2022,QC,7789-75-5,Calcium fluoride,2.1542,2
2022,QC,78-83-1,i-Butyl alcohol,27.0342,6
2022,QC,78-93-3,Methyl ethyl ketone,57.249976,20
2022,QC,79-01-6,Trichloroethylene,7.7862,2
2022,QC,79-10-7,Acrylic acid (and its salts),0.0059,1
2022,QC,80-05-7,Bisphenol A,8.8649169,4
2022,QC,80-62-6,Methyl methacrylate,7.87559,4
2022,QC,83-32-9,Acenaphthene,1.704784538,12
2022,QC,85-01-8,Phenanthrene,8.998580769,30
2022,QC,86-73-7,Fluorene,2.868801886,22
2022,QC,9016-87-9,Polymeric diphenylmethane diisocyanate,0.0,1
2022,QC,91-08-7,"Toluene-2,6-diisocyanate",0.00047,2
2022,QC,91-20-3,Naphthalene,3.307591,7
2022,QC,91-22-5,Quinoline,0.0884852,2
2022,QC,924-42-5,N-Methylolacrylamide,0.003008,2
2022,QC,95-63-6,"1,2,4-Trimethylbenzene",23.811108,12
2022,QC,98-82-8,Cumene,0.296,3
2022,QC,98-86-2,Acetophenone,11.67,1
2022,QC,NA - 01,Antimony (and its compounds),0.59076,4
2022,QC,NA - 02,Arsenic (and its compounds),15.529269052,36
2022,QC,NA - 03,Cadmium (and its compounds),1.434661301,54
2022,QC,NA - 04,Chromium (and its compounds),5.962245,23
2022,QC,NA - 05,Cobalt (and its compounds),0.624878625,38
2022,QC,NA - 06,Copper (and its compounds),82.734293,22
2022,QC,NA - 08,Lead (and its compounds),96.950474443,71
2022,QC,NA - 09,Manganese (and its compounds),61.020201,35
2022,QC,NA - 10,Mercury (and its compounds),0.259994112,41
2022,QC,NA - 11,Nickel (and its compounds),3.041806,14
2022,QC,NA - 12,Selenium (and its compounds),5.483871039,29
2022,QC,NA - 13,Silver (and its compounds),0.286556,2
2022,QC,NA - 14,Zinc (and its compounds),105.637992,34
2022,QC,NA - 16,Ammonia (total),1398.651026,49
2022,QC,NA - 19,Hexavalent chromium (and its compounds),0.105160816,36
2022,QC,NA - 20,Nonylphenol and its ethoxylates,0.058166,3
2022,QC,NA - 22,Phosphorus (total),29.162837,21
2022,QC,NA - 37,Thallium (and its compounds),0.0614438,5
2022,QC,NA - 38,"Chlorinated alkanes, medium-chain, CnHxCl(2n+2x), 14 = n = 17",0.00203,1
2022,QC,NA - 40,Vanadium (and its compounds),0.585481,7
2022,QC,NA - D/F,Dioxins and furans - total,5.918e-06,39
2022,QC,NA - M08,Total particulate matter,37146.894919,227
2022,QC,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,17938.496135,412
2022,QC,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,9203.676928,406
2022,QC,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),1741.171634,22
2022,QC,NA - M16,Volatile Organic Compounds (Total),22315.392123,324
2022,QC,NA - P/H,"PAHs, total unspeciated",2.62086302,20
2022,SK,100-41-4,Ethylbenzene,23.321022,5
2022,SK,107-02-8,Acrolein,0.07,1
2022,SK,107-21-1,Ethylene glycol,0.00039,1
2022,SK,108-88-3,Toluene,90.419497,20
2022,SK,108-95-2,Phenol (and its salts),0.0023,1
2022,SK,110-54-3,n-Hexane,760.295694,31
2022,SK,110-82-7,Cyclohexane,23.462026,12
2022,SK,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),47817.050305,574
2022,SK,111-76-2,2-Butoxyethanol,0.0,1
2022,SK,118-74-1,Hexachlorobenzene,0.000453162,9
2022,SK,120-12-7,Anthracene,5.515700461,8
2022,SK,129-00-0,Pyrene,0.02880484,6
2022,SK,1330-20-7,Xylene (all isomers),70.526491,22
2022,SK,191-24-2,Benzo[ghi]perylene,0.0024858,5
2022,SK,192-97-2,Benzo[e]pyrene,0.0012503,2
2022,SK,193-39-5,"Indeno[1,2,3-cd]pyrene",0.00035338,5
2022,SK,198-55-0,Perylene,5.6e-07,1
2022,SK,205-82-3,Benzo[j]fluoranthene,0.00025104,2
2022,SK,205-99-2,Benzo[b]fluoranthene,0.00028394,6
2022,SK,206-44-0,Fluoranthene,0.03500693,6
2022,SK,207-08-9,Benzo[k]fluoranthene,3.447e-05,5
2022,SK,208-96-8,Acenaphthylene,0.06517444,4
2022,SK,218-01-9,Chrysene,0.00183827,5
2022,SK,50-00-0,Formaldehyde,45.502834,5
2022,SK,50-32-8,Benzo[a]pyrene,0.00831153,5
2022,SK,53-70-3,"Dibenz[a,h]anthracene",4.191e-05,4
2022,SK,5385-75-1,"Dibenzo[a,e]fluoranthene",0.0001391,1
2022,SK,56-49-5,3-Methylcholanthrene,3.3e-08,3
2022,SK,56-55-3,Benz[a]anthracene,0.00333171,6
2022,SK,57-97-6,"7,12-Dimethylbenz[a]anthracene",2.92e-07,3
2022,SK,630-08-0,Carbon monoxide,38334.537843,561
2022,SK,67-56-1,Methanol,195.47252,15
2022,SK,67-63-0,Isopropyl alcohol,2.617,1
2022,SK,71-36-3,n-Butyl alcohol,1.658,1
2022,SK,71-43-2,Benzene,28.276301,29
2022,SK,7446-09-5,Sulphur dioxide,112370.529174,462
2022,SK,74-85-1,Ethylene,41.213,2
2022,SK,75-07-0,Acetaldehyde,14.0,1
2022,SK,75-09-2,Dichloromethane,0.31,1
2022,SK,7647-01-0,Hydrochloric acid,1293.0001,8
2022,SK,7664-39-3,Hydrogen fluoride,247.815,3
2022,SK,7664-93-9,Sulphuric acid,34.342103,2
2022,SK,7782-50-5,Chlorine,9.09835,2
2022,SK,7783-06-4,Hydrogen sulphide,208.080313,16
2022,SK,7789-75-5,Calcium fluoride,1.2349,1
2022,SK,78-93-3,Methyl ethyl ketone,8.72265,3
2022,SK,80-05-7,Bisphenol A,0.00091233,4
2022,SK,83-32-9,Acenaphthene,1.795e-06,5
2022,SK,85-01-8,Phenanthrene,0.113031078,10
2022,SK,86-73-7,Fluorene,0.036779885,8
2022,SK,9016-87-9,Polymeric diphenylmethane diisocyanate,1.0,1
2022,SK,91-20-3,Naphthalene,8.7416,3
2022,SK,91-22-5,Quinoline,0.006354,1
2022,SK,95-63-6,"1,2,4-Trimethylbenzene",38.313275,7
2022,SK,NA - 02,Arsenic (and its compounds),0.24781163,10
2022,SK,NA - 03,Cadmium (and its compounds),0.032924984,9
2022,SK,NA - 04,Chromium (and its compounds),1.016258,5
2022,SK,NA - 05,Cobalt (and its compounds),0.067121448,10
2022,SK,NA - 06,Copper (and its compounds),0.313394,4
2022,SK,NA - 08,Lead (and its compounds),0.456662016,14
2022,SK,NA - 09,Manganese (and its compounds),1.060808,5
2022,SK,NA - 10,Mercury (and its compounds),0.4759418,5
2022,SK,NA - 11,Nickel (and its compounds),1.471982,7
2022,SK,NA - 12,Selenium (and its compounds),0.564651557,9
2022,SK,NA - 14,Zinc (and its compounds),13.995411,11
2022,SK,NA - 16,Ammonia (total),1377.80825,23
2022,SK,NA - 19,Hexavalent chromium (and its compounds),0.001831911,4
2022,SK,NA - 20,Nonylphenol and its ethoxylates,0.000376,1
2022,SK,NA - 22,Phosphorus (total),7.294,3
2022,SK,NA - 37,Thallium (and its compounds),0.026772,3
2022,SK,NA - 40,Vanadium (and its compounds),1.872008,5
2022,SK,NA - D/F,Dioxins and furans - total,1.933e-06,9
2022,SK,NA - M08,Total particulate matter,28773.56256,573
2022,SK,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,10267.097603,628
2022,SK,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,4083.142166,626
2022,SK,NA - M14,Total reduced sulphur (expressed as hydrogen sulphide),198.643073,16
2022,SK,NA - M16,Volatile Organic Compounds (Total),18812.981183,670
2022,SK,NA - P/H,"PAHs, total unspeciated",0.000791562,4
2022,YT,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),1128.0247,8
2022,YT,118-74-1,Hexachlorobenzene,,1
2022,YT,630-08-0,Carbon monoxide,628.1945,3
2022,YT,7446-09-5,Sulphur dioxide,24.9436,1
2022,YT,NA - 02,Arsenic (and its compounds),1.48e-05,1
2022,YT,NA - D/F,Dioxins and furans - total,2e-09,1
2022,YT,NA - M08,Total particulate matter,364.9395,1
2022,YT,NA - M09,PM10 - Particulate Matter <= 10 Micrometers,158.0396,9
2022,YT,NA - M10,PM2.5 - Particulate Matter <= 2.5 Micrometers,54.9055,9
2022,YT,NA - M16,Volatile Organic Compounds (Total),40.3571,2
2023,AB,100-41-4,Ethylbenzene,206.063533,41
2023,AB,100-42-5,Styrene,154.801909,8
2023,AB,10049-04-4,Chlorine dioxide,5.04,1
2023,AB,101-68-8,Methylenebis(phenylisocyanate),0.058029,4
2023,AB,106-46-7,p-Dichlorobenzene,35.577624,1
2023,AB,106-99-0,"1,3-Butadiene",2.85414,2
2023,AB,107-02-8,Acrolein,10.383,1
2023,AB,107-21-1,Ethylene glycol,93.80497,22
2023,AB,108-05-4,Vinyl acetate,150.9,1
2023,AB,108-10-1,Methyl isobutyl ketone,24.186464,4
2023,AB,108-88-3,Toluene,950.976546,120
2023,AB,108-95-2,Phenol (and its salts),13.996035,7
2023,AB,110-54-3,n-Hexane,2424.977416,122
2023,AB,110-82-7,Cyclohexane,450.147203,65
2023,AB,11104-93-1,Nitrogen oxides (expressed as nitrogen dioxide),272403.371483,2338
2023,AB,111-42-2,Diethanolamine (and its salts),0.0457,2
2023,AB,111-76-2,2-Butoxyethanol,54.771,2
2023,AB,115-07-1,Propylene,474.665088,15
2023,AB,118-74-1,Hexachlorobenzene,0.000482645,19
2023,AB,120-12-7,Anthracene,0.143534979,12
2023,AB,121-44-8,Triethylamine,0.03,1
2023,AB,123-91-1,"1,4-Dioxane",0.4042,1
2023,AB,127-18-4,Tetrachloroethylene,19.179,2
2023,AB,129-00-0,Pyrene,0.417133602,18
2023,AB,1313-27-5,Molybdenum trioxide,0.414,2
2023,AB,1319-77-3,"Cresol (all isomers, and their salts)",0.548053,2
2023,AB,1330-20-7,Xylene (all isomers),1109.829344,115
2023,AB,1344-28-1,Aluminum oxide (fibrous forms only),0.006792,3
2023,AB,189-55-9,"Dibenzo[a,i]pyrene",0.0003581,1
2023,AB,189-64-0,"Dibenzo[a,h]pyrene",0.001630845,1
2023,AB,191-24-2,Benzo[ghi]perylene,0.020412301,8
2023,AB,192-65-4,"Dibenzo[a,e]pyrene",0.0,1
2023,AB,192-97-2,Benzo[e]pyrene,0.006113741,8
2023,AB,193-39-5,"Indeno[1,2,3-cd]pyrene",0.011117824,7
2023,AB,194-59-2,"7H-Dibenzo[c,g]carbazole",7e-09,1
2023,AB,198-55-0,Perylene,0.000919049,7
2023,AB,205-82-3,Benzo[j]fluoranthene,0.001958366,7
2023,AB,205-99-2,Benzo[b]fluoranthene,0.005139566,8
