"","betaCatenin","CD11b","CD11c","CD138","CD16","CD20","CD209","CD3","CD31","CD4","CD45","CD45RO","CD56","CD63","CD68","CD8","dsDNA","EGFR","FoxP3","H3K27me3","H3K9ac","HLA_Class_1","HLADR","IDO","Keratin17","Keratin6","Ki67","Lag3","MPO","p53","panKeratin","PD1","PDL1","pS6","SMA","Vimentin","mm","centroidX","centroidY"
"Cell_1488",0.077894293,0,0.174000174,0,0,0.904997468,0,0.228339478,0,0.247478083,0.658990324,0.426512778,0,0,0.001664859,0,0.763221025,0,0,0.909890056,0.721807659,0.726385057,0.904895127,0.135041296,0,0,0,0,0,0,0,0.078710146,0.005393136,0.663637221,0,0.633715212,"B",1894.140991,308.7098999
"Cell_1489",0,0,0.188987479,0,0,0.620404303,0,0.009140069,0,0.015051773,0.501660228,0.188995883,0,0,0.059626766,0,0.794524372,0,0,0.963515818,0.770252347,0.271391332,0.742828846,0,0,0,0,0,0,0,0,0,0,0.671485066,0,0.519859433,"B",1598.475952,315.8736877
"Cell_1490",0,0,0.097071715,0,0,0.461544693,0,0.046192411,0,0.073168844,0.578040957,0.168152779,0,0,0.234371632,0.015375612,0.792311072,0,0,0.915709853,0.740523338,0.504945338,0.666626513,0,0,0,0,0,0,0,0,0,0,0.615726829,0,0.59174943,"B",1731.490967,320.6065063
"Cell_1491",0.087341577,0,0.429801136,0,0,0.791844606,0,0.142419487,0,0.093382224,0.487130284,0.396715373,0,0,0,0.07103952,0.744130492,0.012598096,0,0.883666694,0.881118596,0.407126486,0.72659874,0,0,0,0.71929127,0,0,0,0,0,0,0.689815104,0,0.580276668,"B",1821.194946,320.8301086
"Cell_1492",0,0,0.253937006,0,0.047268666,0.530599535,0,0.224416822,0,0.5408687,0.726602197,0.361877829,0,0,0.473611772,0.044393685,0.751611233,0,0,0.773667991,0.667157829,0.445483238,0.719640791,0,0,0.004478776,0,0,0,0,0,0,0,0.638607502,0,0.599957108,"B",1649.833008,321.696106
"Cell_1493",0.012194718,0,0.062308095,0,0,0.593439281,0,0.566947997,0,0.114463761,0.568309426,0.435064048,0,0,0,0.021816986,0.749321997,0,0,0.78376174,0.845725894,0.332397878,0.677947223,0,0,0,0,0,0,0,0,0,0,0.48058638,0,0.426392943,"B",1969.102051,323.1234131
"Cell_1494",0,0,0.051919583,0,0,0.730568826,0,0.087465294,0,0,0.571048379,0.114687383,0,0,0,0.032079499,0.755859077,0.100476325,0,0.870201766,0.627984226,0.235733286,0.84266156,0,0,0,0,0,0,0,0,0,0,0.532164335,0,0.680324376,"B",1710.131958,329.3005981
"Cell_1495",0.028036136,0.007778255,0.107577965,0,0,0.373842448,0,0.181483522,0,0.132567152,0.705281019,0.281839877,0,0,0.022017473,0.111039355,0.743018866,0,0,0.924476564,0.795166373,0.432043433,0.620066583,0.01123026,0,0,0,0,0,0,0,0,0,0.575549364,0,0.296340108,"B",1526.385986,332.743988
"Cell_1496",0.003106237,0,0.500486255,0,0,0.844433129,0,0.469585031,0,0.400298476,0.7016958,0.581549466,0,0,0,0.158269584,0.737457693,0,0,0.63736999,0.633980811,0.271919489,0.840628803,0,0,0,0,0,0,0,0,0,0,0.528671086,0,0.810235739,"B",1830.409058,336.203186
"Cell_1497",0,0,0.256409764,0,0,0.628977597,0,0.522533119,0,0.04160117,0.62308383,0.492005557,0,0,0,0.24237369,0.813753545,0,0,0.891360641,0.846136093,0.396350563,0.682190955,0,0,0,0.009118123,0,0,0,0,0,0,0.580358982,0,0.669606209,"B",1803.926025,337.6245117
"Cell_1498",0.030539485,0,0,0,0,0.511805236,0,0.371342331,0,0.15259479,0.617846549,0.341226518,0,0,0.105817661,0.107646719,0.806634009,0.03371105,0,0.884540081,0.756833851,0.246957153,0.716087639,0,0,0,0,0,0,0,0,0,0,0.556663156,0,0.667041302,"B",1706.886963,354.2763062
"Cell_1499",0,0.00851898,0.47081545,0,0.020629706,0.796838105,0,0.025260964,0,0.241138816,0.705058694,0.455426008,0,0,0.010858893,0,0.817431808,0,0,0.800239921,0.715818167,0.644535601,0.706995845,0.003075363,0,0,0.454674453,0,0,0,0,0.032321114,0,0.606714964,0,0.53257972,"B",1310.869995,356.6864929
"Cell_1500",0,0.032183181,0.624829412,0,0.17283155,0.469505996,0,0.308801919,0,0.634921968,0.875619471,0.739633501,0,0,0.078176141,0,0.769319832,0,0,0.667480886,0.571953475,0.809933007,0.798912406,0.387098461,0,0,0,0,0,0,0,0.366612166,0.03939518,0.401368141,0,0.299748033,"B",1328.113037,360.5332947
"Cell_1501",0,0,0.429457217,0,0,0.299299181,0,0.057157297,0,0.406528533,0.51094836,0.237186655,0,0.155669332,0.378088355,0,0.612950504,0,0,0.537347555,0.515870214,0.722524107,0.670286953,0,0,0,0,0,0,0,0,0.024790581,0,0.237497091,0,0.712681353,"B",1291.135986,369.2242126
"Cell_1502",0,0,0.051219508,0,0,0.627137661,0,0.007485506,0,0,0.601736546,0.131361559,0,0,0.015722886,0.022392152,0.681784987,0,0,0.861699045,0.686369002,0.338961422,0.68188262,0,0,0,0,0,0,0,0,0,0,0.519419014,0,0.420660794,"B",1457.46106,367.0216064
"Cell_1503",0.001091865,0,0.478000492,0,0.047755513,0.577635407,0,0.222777456,0,0.008959943,0.699261129,0.424317211,0.021781895,0,0.260052443,0.369660556,0.73231715,0,0,0.840719223,0.656384408,0.380776078,0.752937436,0.001092574,0,0,0,0.004006596,0,0,0.00306644,0.10029541,0,0.526168942,0,0.444537073,"B",1478.555054,362.7585144
"Cell_1504",0,0,0,0,0,0.510569155,0,0.157474279,0,0.081486322,0.659190238,0.042218126,0,0,0,0.004243743,0.754797101,0,0,0.723051012,0.625113606,0.541481435,0.683629334,0,0,0,0.503141224,0,0,0,0,0,0,0.398725241,0,0.5220083,"B",1752.02002,384.0592041
"Cell_1505",0,0,0,0,0,0.400589883,0,0.131940603,0,0,0.586752176,0.197516143,0,0,0,0.13919574,0.785732985,0,0,0.860895693,0.740042925,0.40608418,0.681991518,0.042442616,0,0,0,0,0,0,0,0,0,0.485236347,0.007982648,0.594233871,"B",1388.067993,386.2037964
"Cell_1506",0.087639801,0,0.122505695,0,0,0.69928056,0,0.073565722,0.046033479,0.050566245,0.586440623,0.311838001,0,0,0.135769874,0,0.726040006,0.035708312,0,0.748624563,0.590769112,0.546824634,0.860696256,0.02056523,0,0,0,0,0,0,0,0,0,0.36441794,0,0.613415122,"B",1418.972046,385.9664001
"Cell_1507",0,0,0.024815679,0,0.003903748,0.523969471,0,0.019546118,0,0.404094785,0.58130002,0.03237126,0,0,0.279342562,0,0.75000447,0,0,0.805631757,0.703218579,0.319161594,0.68341291,0,0,0,0,0,0,0,0,0,0,0.468421906,0,0.628226817,"B",1502.550049,388.9249878
"Cell_1508",0,0,0.054994036,0,0,0.573821127,0,0,0,0.015887801,0.491015285,0.054197889,0,0,0.282813072,0,0.578915715,0,0,0.684891462,0.706103086,0.044718836,0.647133052,0,0,0,0,0,0,0,0,0,0,0.709568143,0,0.008549791,"B",1688.796997,395.0917053
"Cell_1509",0,0,0.505611479,0,0,0.377963185,0,0.004184752,0,0.123252138,0.636999011,0.141001865,0,0,0.048156872,0.020031717,0.698958099,0,0,0.568062305,0.61496383,0.771518707,0.706284344,0,0,0,0,0,0,0,0,0,0,0.414572299,0,0.708202422,"B",1581.186035,401.7421875
"Cell_1510",0,0,0.464366704,0,0,0.316451997,0,0.438560128,0,0.494461834,0.706390023,0.317010254,0,0,0.035948597,0,0.71581763,0,0,0.648783505,0.602266967,0.539895892,0.697783887,0,0,0,0,0,0,0,0,0.033743612,0,0.372200519,0,0.637682259,"B",1298.503052,399.7037964
"Cell_1511",0.31279102,0,0.185530305,0.023002526,0,0.490372896,0,0,0,0.005510743,0.472118974,0.098725803,0,0,0,0,0.579477072,0.0840749,0,0.489182383,0.547594845,0.27363041,0.879005849,0.588992536,0,0,0,0,0,0,0,0,0,0.271047503,0,0.70003891,"B",1401.552002,401.8757019
"Cell_1512",0,0,0.435186803,0,0,0.47472921,0,0.301688552,0,0.246727586,0.689093232,0.320617139,0,0,0.243041977,0,0.697630286,0,0,0.862750888,0.756189048,0.40770632,0.725114763,0,0,0,0,0,0,0,0,0.030814353,0,0.55054903,0,0.59698683,"B",1836.594971,408.6852112
"Cell_1513",0,0,0,0,0,0.642878652,0,0.190493479,0,0.177880794,0.644671798,0.259542197,0,0,0,0,0.728494346,0,0,0.866395473,0.696625888,0.317220122,0.684138536,0,0,0,0,0,0,0,0,0,0,0.522026956,0,0.219032317,"B",1517.734009,412.770813
"Cell_1514",0,0.008703157,0.542907953,0,0,0.369470268,0,0.497437209,0,0.485570848,0.703928411,0.282153994,0,0,0.198738068,0.108678862,0.710767746,0,0,0.782535195,0.751768053,0.347556025,0.731671393,0,0,0,0,0,0,0,0,0.150955096,0,0.393530011,0,0.510966957,"B",1811.593018,415.5711975
"Cell_1515",0,0,0,0,0,0.538168252,0,0.527900279,0,0.274760038,0.636307418,0.583251834,0,0,0,0.010791389,0.813256323,0,0.497532547,0.889510334,0.896820188,0.2534163,0.598366082,0,0,0,0,0,0,0,0,0,0,0.538339913,0,0.390424013,"B",1793.944946,415.6401062
"Cell_1516",0,0,0,0,0,0.219003335,0,0.055397686,0,0.133013129,0.447213143,0.190496609,0,0,0,0,0.706862688,0,0,0.888914764,0.800332427,0.164864331,0.500777721,0,0,0,0,0,0,0,0,0,0,0.518070996,0,0.386684984,"B",1444.219971,415.0032043
"Cell_1517",0,0,0.026301444,0,0.011820039,0.402203739,0,0.122398332,0,0,0.4839966,0,0,0,0.308002859,0,0.776663065,0,0,0.736019671,0.613777161,0.445478469,0.631715119,0,0,0,0,0,0,0,0,0,0,0.568078399,0,0.550041497,"B",1465.016968,417.1733093
"Cell_1518",0.057209097,0,0.16224204,0,0,0.490650028,0,0,0,0.335296094,0.666671097,0.116378807,0,0,0.158920839,0,0.691510737,0,0,0.56072104,0.481919259,0.632927775,0.802231789,0,0,0,0,0,0,0,0,0,0,0.41451174,0,0.764716148,"B",1332.797974,422.1502075
"Cell_1519",0,0,0,0,0,0.658366978,0,0.120799251,0,0.137649342,0.633755147,0.299655139,0,0,0,0,0.79623723,0,0,0.881721556,0.751724601,0.139521956,0.757259071,0,0,0,0,0,0,0,0,0,0,0.565979004,0,0.51917541,"B",1497.495972,422.2829895
"Cell_1520",0,0,0,0,0,0.503991127,0,0.191658363,0,0.092034929,0.523467064,0.192752212,0,0,0.062678061,0.088929988,0.768646836,0,0,0.91519016,0.809745729,0.318874061,0.632958949,0,0,0,0,0,0,0,0,0,0,0.612488687,0,0.616198957,"B",1537.385986,423.3269958
"Cell_1521",0.074278146,0,0.074145854,0,0,1.007941723,0,0,0,0.136922836,0.845662296,0.213775471,0,0,0.007337181,0.044473886,0.627105772,0,0,0.744489014,0.693538845,0.830396175,0.910159469,0,0,0,0,0,0,0,0,0,0,0.635006607,0,0.498289168,"B",1577.959961,422.9302979
"Cell_1522",0,0,0.055894889,0,0,0.65241909,0,0.200163215,0,0.23657459,0.666446209,0.231749043,0,0,0.042787787,0,0.794379234,0,0,0.856855392,0.753917515,0.342072934,0.708131731,0,0,0,0,0,0,0.024396336,0,0.07063894,0,0.550917685,0,0.017364977,"B",1668.19104,429.6729126
"Cell_1523",0,0,0,0,0,0.253602386,0,0.196889699,0,0.038887978,0.561283827,0.360467881,0,0,0.061627094,0.239204109,0.794765413,0,0,0.793674707,0.728402138,0.174234837,0.650218129,0,0,0,0,0.620689392,0,0,0,0,0,0.437715471,0,0.732808113,"B",1446.014038,433.2085876
"Cell_1524",0,0,0.029753096,0,0,0.60481894,0,0.321307898,0,0.21050328,0.689080358,0.505509853,0,0,0,0.0999358,0.760331392,0,0,0.854031503,0.770069957,0.205295831,0.622321129,0,0,0,0,0.031961657,0,0,0,0,0.036934219,0.535089433,0,0.341503561,"B",1426.463013,434.5725098
"Cell_1525",0,0,0,0,0,0.801769078,0,0.246517882,0,0.141785577,0.581309199,0.287944227,0,0,0,0,0.689085245,0,0,0.553435028,0.543380797,0.497671783,0.764779568,0,0,0,0,0,0,0,0,0,0,0.285927504,0,0.83020854,"B",1355.243042,436.6679077
"Cell_1526",0,0,0,0,0,0.661771774,0,0,0,0.01254351,0.607036352,0.017672686,0,0,0,0,0.825757682,0,0,0.905028403,0.777779579,0.370570719,0.775999129,0,0,0,0,0,0,0,0,0,0,0.589500785,0,0.694737136,"B",1316.410034,437.8595886
"Cell_1527",0,0,0,0,0,0.388156056,0,0.126931995,0,0.04751464,0.526000977,0.118187293,0,0,0,0,0.736332238,0,0,0.79985863,0.821555495,0.09082514,0.606966496,0,0,0,0,0,0,0,0,0,0,0.483624935,0,0.225268692,"B",1508.73999,439.7098083
"Cell_1528",0,0,0.083028488,0,0,0.388955414,0,0.352127314,0,0,0.595544577,0.276775926,0,0,0.015148792,0.238985956,0.635081172,0,0,0.606548369,0.563629627,0.09470091,0.708924651,0,0,0,0,0,0,0,0,0,0,0.231592402,0,0.681886256,"B",1960.279053,442.7076111
"Cell_1529",0,0,0,0,0,0.404472172,0,0.231897354,0,0,0.315681934,0.104057863,0,0,0,0,0.739798605,0,0,0.636593997,0.700617492,0,0.686108947,0,0,0,0,0,0,0,0,0,0,0.309152961,0,0.875111938,"B",1784.45105,445.5751953
"Cell_1530",0.222075984,0,0.885957897,0,0,0.53970319,0,0,0.014218765,0.208654657,0.506615818,0.26772058,0,0,0.001994188,0.04982087,0.673291802,0,0,0.637858331,0.620369613,0.294960976,0.646500289,0,0,0,0.298520923,0,0,0,0,0,0,0.33121556,0.624607921,0.620037079,"B",1927.91394,448.2688904
"Cell_1531",0,0,0,0,0,0.200937092,0,0,0,0,0.314683944,0.059707351,0,0,0.005936796,0,0.751357973,0,0,0.833659708,0.771443248,0.321850657,0.64372009,0,0,0,0,0,0,0,0,0,0,0.43537885,0,0.411258191,"B",1372.967041,449.6962891
"Cell_1532",0.010722389,0,0,0,0,0.563194871,0,0.127186194,0,0,0.471292526,0.155061707,0,0,0.030824801,0.00959637,0.770564675,0,0,0.813836336,0.816411138,0.078480087,0.566841781,0,0,0,0,0,0,0,0,0,0.072681382,0.627568543,0,0.247559473,"B",1553.942017,450.4307861
"Cell_1533",0,0,0,0,0,0.792353213,0,0,0,0,0.578796029,0,0,0,0,0,0.798060954,0,0,0.799305797,0.828390598,0.704472542,0.724601507,0,0,0,0.369431466,0,0,0,0,0,0,0.50498265,0,0.543465734,"B",1329.167969,453.8613892
"Cell_1534",0,0,0.059249517,0,0,0.509298921,0,0.085472696,0,0.048476212,0.491310477,0.154279515,0,0,0,0.006225666,0.801123619,0,0,0.888621569,0.79981792,0.379437774,0.624777019,0,0,0,0,0,0,0,0.06156154,0,0,0.547967017,0,0.686717093,"B",1531.088013,454.293396
"Cell_1535",0.00195909,0,0,0,0,0.47892943,0,0.281271607,0,0.1528119,0.545455813,0.281850725,0,0,0,0,0.778296828,0,0,0.84392947,0.8663854,0.103712805,0.735897958,0,0,0,0,0,0,0,0,0,0,0.463435948,0,0.619208813,"B",1354.213989,458.5093079
"Cell_1536",0.213174343,0,0.150403723,0,0,0.845317721,0,0.27448523,0.037700098,0,0.658214927,0.262146831,0,0,0.288204998,0,0.785103381,0,0,0.854737937,0.632440805,0.442890108,0.769143343,0,0,0,0,0,0,0,0,0,0.198493049,0.587890804,0,0.491217077,"B",1564.83606,459.0047913
"Cell_1537",0,0,0,0,0,0.669785082,0,0.161790654,0,0.081602216,0.563668489,0.09296973,0,0,0.027371336,0,0.789683819,0,0,0.876839221,0.748087943,0.237606734,0.634894073,0,0,0,0,0,0,0,0,0,0,0.549913526,0,0.167665109,"B",1617.708008,460.1673889
"Cell_1538",0.440491617,0,0.652276516,0,0,0.643349826,0,0.305647969,0,0.335576624,0.69838506,0.447324544,0,0,0,0.195572227,0.579644561,0,0,0.448545575,0.462290764,0.504987955,0.795693278,0.457564861,0,0,0,0,0,0,0,0,0.02761732,0.525289774,0,0.753370285,"B",1951.259033,461.3714905
"Cell_1539",0.063182384,0,0.231982797,0,0,0.697484493,0,0.125493959,0,0.04730764,0.659181952,0.375403911,0,0,0,0.194167361,0.817692757,0,0,0.902442157,0.727252126,0.528663635,0.75883311,0,0,0,0.01382761,0,0,0,0,0,0,0.618369162,0.063800037,0.631437004,"B",1065.027954,462.0679016
"Cell_1540",0,0,0.009875248,0,0.017073596,0.317950398,0,0.015550495,0,0.113214739,0.400347024,0.041172124,0,0,0.285484433,0,0.751948297,0,0,0.856916487,0.817054927,0.038492087,0.6221205,0,0,0,0,0,0,0,0,0,0,0.602065027,0,0.739145398,"B",1459.046021,463.377594
"Cell_1541",0.405605406,0,0,0,0,0.899881482,0,0,0,0,0.671372533,0.043774907,0,0,0.008687802,0,0.796004295,0,0,0.847825646,0.570743322,0.403161377,0.890863299,0,0,0,0,0,0,0,0,0,0,0.676318169,0.304585874,0.858070493,"B",1318.286011,465.6951904
"Cell_1542",0,0,0.019173423,0,0,0.896527231,0,0,0,0,0.626134038,0.213717878,0,0,0.238374233,0,0.791829228,0,0,0.883284807,0.653619111,0.27199927,0.822611809,0,0,0,0,0,0,0,0,0,0,0.625241101,0,0.370191723,"B",1630.340942,465.1521912
"Cell_1543",0,0,0.024851903,0,0,0.512234986,0,0.19554022,0,0.079399519,0.569688916,0.193386957,0,0,0,0,0.769537807,0,0,0.776658237,0.740150511,0.366355449,0.663674355,0,0,0,0.737785161,0,0,0,0,0,0,0.567700922,0,0.660876751,"B",1599.046021,467.2630005
"Cell_1544",0.014986395,0,1.346159935,0,0,0.874378622,0,0.067071222,0,0.262815028,0.737360716,0.493365616,0,0,0,0,0.481181562,0,0,0.710453749,0.555274427,0.704731703,0.820670784,0.074523695,0,0,0,0,0,0,0,0,0,0.503029048,0,0.519843698,"B",1916.786987,467.3031921
"Cell_1545",0,0,0,0,0,0.850418806,0,0,0,0,0.658636868,0,0,0,0,0,0.771766663,0,0,0.844130218,0.526381969,0.386645824,0.776655853,0,0,0,0.057933863,0,0,0,0,0,0,0.549484372,0,0.530486166,"B",1332.463013,467.9537048
"Cell_1546",0.172877431,0,0.035787385,0,0.050861485,0.485934824,0,0,0,0,0.480063975,0.100151561,0,0,0.027747385,0.001759289,0.775838196,0,0,0.90173161,0.776952088,0.341794401,0.61147511,0.001966996,0,0.054486673,0,0,0,0,0.062250838,0,0,0.672116458,0,0.390883446,"B",980.2470093,468.9171143
"Cell_1547",0,0,0,0,0,0.830400527,0,0.07569734,0,0,0.658795834,0.281522155,0,0,0,0,0.792154074,0,0,0.972319961,0.775631368,0.33577624,0.786724746,0,0,0,0,0,0,0,0,0,0,0.648539424,0,0.45517391,"B",1620.234985,474.0273132
"Cell_1548",0,0.235106528,0.548751712,0,0,0.493143022,0,0.701290548,0,0.416991234,0.760445237,0.684962273,0,0.36820814,0.152030975,0.005318169,0.711776257,0,0,0.809232771,0.761731982,0.033009809,0.652392685,0,0,0,0,0,0.397810906,0,0,0.00480931,0,0.455412924,0,0.245243117,"B",1787.29895,472.7749023
"Cell_1549",0.115214296,0,0,0,0,0.370622635,0,0.018087445,0,0,0.346831918,0.094966941,0,0,0.022154834,0,0.680778623,0,0.018482227,0.834102273,0.634942591,0.306248367,0.638744533,0,0,0,0,0,0,0,0,0,0,0.51406008,0,0.511637628,"B",1224.712036,474.4236145
"Cell_1550",0.063487381,0,0.162260517,0,0,0.70113045,0,0.040828194,0,0.022427438,0.573682666,0.202421203,0,0,0,0,0.705136776,0,0,0.837146163,0.692727268,0.378130198,0.690024376,0,0,0,0,0,0,0,0,0,0,0.488234907,0,0.18532294,"B",1343.722046,474.6117859
"Cell_1551",0,0,0.566143453,0,0,0.335173458,0,0.163805217,0,0.27733469,0.576911867,0.281522155,0,0,0.191118911,0,0.77076745,0,0,0.831862986,0.698021173,0.095169745,0.83345145,0,0,0,0,0,0,0,0,0,0,0.614715636,0,0.59212333,"B",1813.874023,474.0054932
"Cell_1552",0.134743795,0,0,0,0,0.851303697,0,0.168893263,0,0,0.667802513,0.20231761,0,0,0,0,0.813723028,0,0,0.899928808,0.716279924,0.348297,0.753102064,0,0,0,0,0,0,0,0,0,0,0.590020478,0.12978071,0.743194759,"B",1320.875,474.6117859
"Cell_1553",0,0,0.253196687,0,0,0.502631426,0,0.017718438,0,0.194644451,0.46825406,0.148880318,0,0,0.298521489,0,0.656456411,0,0,0.707503974,0.730391979,0.24443087,0.675808847,0,0,0,0,0,0,0,0,0,0,0.364477009,0,0.653900862,"B",1644.339966,476.7941895
"Cell_1554",0.063652284,0,0.845675826,0,0,0.461437404,0,0.596361041,0,0.383610725,0.6985569,0.573256314,0,0,0,0,0.657498419,0.08212509,0,0.60871017,0.693512082,0.198546827,0.759184301,0.024867652,0,0,0,0,0,0,0,0,0,0.323155493,0,0.792425096,"B",1943.510986,477.8562927
"Cell_1555",0,0.057392385,0,0,0,0.561420262,0,0.503123403,0,0.039398994,0.725182176,0.369077057,0,0.003645407,0.042727876,0.001954396,0.757451057,0,0,0.846732616,0.675477922,0.233227059,0.686191738,0,0,0,0,0,0.021280313,0,0,0,0,0.492356658,0,0.525793135,"B",1997.44397,478.8364868
"Cell_1556",0,0,0.014767211,0,0,0.575558543,0,0.397239298,0,0.220940739,0.647613287,0.46186322,0,0,0.00610905,0.013921271,0.780682921,0,0.053437039,0.935480773,0.83259207,0.224794969,0.680373013,0,0,0,0,0,0,0,0,0,0,0.605768442,0,0.367608219,"B",1494.77002,483.2991028
"Cell_1557",0.013249177,0,0.020120502,0,0.015817471,0.894453406,0,0.181786954,0,0.136657164,0.81197238,0.485301137,0,0,0,0,0.72315985,0,0,0.726766765,0.656740785,0.455908835,0.726563931,0.030907143,0,0,0,0,0,0,0,0.071340829,0,0.56672889,0,0.415894121,"B",976.7376099,486.6843872
"Cell_1558",0.028517434,0,0.14675577,0,0,0.801160455,0,0.101864219,0,0,0.625195682,0.233769313,0,0.014290503,0,0,0.682232738,0.016528616,0,0.796240032,0.663933814,0.433263272,0.739834547,0,0,0,0,0,0,0,0,0,0,0.431445837,0,0.414629012,"B",1329.751953,488.1376038
"Cell_1559",0,0,0.012065897,0,0,0.516520441,0,0.279013723,0,0.052099716,0.459912062,0.342890143,0,0,0,0,0.798143446,0,0,0.966381669,0.836705148,0.233913228,0.639869809,0,0,0,0.063377798,0,0,0,0,0,0,0.655220568,0,0.322036386,"B",1591.543945,489.0820923
"Cell_1560",0.036915593,0,0.055268921,0,0,0.439561695,0,0.261263877,0.008717284,0.07329087,0.478969306,0.28916207,0,0,0.051701386,0,0.806136787,0,0,0.844532013,0.79921931,0.073561065,0.625087976,0,0,0,0,0,0,0,0,0,0,0.490797848,0.010232362,0.743176401,"B",1308.620972,490.3215942
"Cell_1561",0,0,0.170371443,0,0,0.711669385,0,0.199760094,0,0.130952135,0.695206881,0.385620207,0,0,0,0.143906102,0.765478313,0,0,0.863936603,0.63907665,0.572178304,0.668530107,0.04619173,0,0,0,0,0,0,0,0,0,0.546828866,0,0.513961196,"B",1538.379028,490.7211914
"Cell_1562",0,0,0.189289913,0,0,0.676019192,0,0.057790216,0,0.004539821,0.60665828,0.234202117,0,0,0.060411189,0,0.724162638,0,0,0.885134876,0.737907827,0.566783488,0.743857205,0,0,0,0,0,0,0,0,0,0,0.515828729,0,0.393918723,"B",1624.274048,492.0975952
"Cell_1563",0,0,0.36717999,0,0,0.749506056,0,0.302806705,0,0.328393847,0.665624917,0.414001703,0,0,0,0.056727163,0.744893253,0,0,0.785357714,0.685413003,0.487136781,0.719965875,0,0,0,0.236861497,0,0,0,0,0,0.017998075,0.571275055,0,0.544439077,"B",1722.67395,491.824585
"Cell_1564",0,0,0,0,0.248540059,0.364927053,0.1966995,0,0,0.200937852,0.510802925,0.082366854,0,0,0.086482033,0,0.758472204,0,0,0.826595426,0.618951082,0.275197178,0.758465469,0,0,0,0,0,0,0,0,0,0,0.505522907,0,0.537982821,"B",2013.10498,492.5028076
"Cell_1565",0,0,0.008956373,0.11740274,0.022867501,0.271133244,0,0.142495528,0,0.041910421,0.465216756,0.190562725,0,0.013122487,0.117372662,0,0.737697363,0,0,0.820056558,0.630891442,0.03682996,0.651823461,0,0,0,0,0,0,0,0,0,0,0.569452286,0,0.414242804,"B",1213.975952,492.7799988
"Cell_1566",0,0,0.113270327,0,0,0.337168694,0,0.087781861,0,0.313903123,0.483563423,0.206172138,0,0,0.056848709,0.012412111,0.710843503,0,0,0.817612469,0.802632987,0.281800747,0.644774556,0,0,0,0,0,0,0,0,0,0,0.471076548,0,0.580863833,"B",1691.944946,494.2178955
"Cell_1567",0.009428791,0,0.709807217,0,0,0.732946396,0,0.595607042,0,0.471022576,0.764286935,0.716094077,0,0,0.04573499,0,0.749129295,0,0,0.806805015,0.829566896,0.344639033,0.749557614,0,0,0,0,0,0,0,0,0.151115298,0.014392918,0.485485911,0,0.17652753,"B",1796.970947,493.6054993
"Cell_1568",0.224405244,0,0,0,0,0.990784824,0,0.218272761,0,0.086394496,0.735303044,0.484072804,0,0.108095959,0,0,0.611011028,0.281853884,0,0.555143535,0.371076494,0.236796528,0.883059084,0,0,0,0,0,0,0,0,0,0.178112566,0.344041139,0,0.522830129,"B",1406.92395,497.6211853
"Cell_1569",0.066104062,0,0.482903719,0,0,0.71491909,0,0.125147,0,0.085200146,0.564258575,0.209753573,0,0,0,0,0.729118824,0,0,0.733660698,0.702756345,0.435133219,0.729639351,0.145562023,0,0,0,0,0,0,0,0,0,0.435922086,0,0.727642775,"B",1929.198975,497.7557983
"Cell_1570",0,0,0,0,0,0.570368886,0,0.36118716,0,0.347004056,0.722644031,0.612917542,0,0,0.119715169,0.127292976,0.810551286,0,0,0.943478942,0.727908313,0.358354479,0.696093619,0,0,0.009580628,0,0,0,0,0,0,0,0.620115817,0,0.536727607,"B",1574.73999,499.947998
"Cell_1571",0,0,0.043642137,0,0,0.544847548,0,0.015643869,0,0.051475305,0.466826618,0.020740366,0,0,0,0.021841519,0.703636765,0,0,0.637516499,0.541443467,0.433097392,0.671596408,0,0,0,0,0,0,0,0,0,0,0.525587261,0,0.241404414,"B",1743.973022,501.5434875
"Cell_1572",0.33857128,0,0.586946666,0,0,0.419248492,0,0.022613712,0,0.063357428,0.591313064,0.194594741,0,0,0.165672436,0,0.738920093,0,0,0.568251371,0.654091179,0.41059497,0.721191585,0.005046884,0,0,0.132139385,0,0,0,0,0,0,0.326888353,0,0.539230585,"B",1818.921997,502.3356934
"Cell_1573",0,0,0,0,0,0.425924748,0,0.159892306,0,0,0.46449098,0.25165692,0,0,0,0,0.689851522,0,0,0.723058462,0.780747414,0.030112937,0.672962546,0,0,0,0,0,0,0,0,0,0,0.390277475,0,0.816096246,"B",1479.530029,502.8955078
"Cell_1574",0,0,0,0,0.413468271,0.667772591,0.20664224,0,0,0.254131913,0.644908726,0.153495416,0,0,0.201114118,0,0.58929199,0,0,0.793258667,0.607298195,0.261806071,0.754609108,0,0,0,0,0,0,0,0,0,0,0.489627928,0,0.441517979,"B",2023.921997,510.5068054
"Cell_1575",0.067848735,0,0.113979071,0,0,0.514554501,0,0,0,0,0.443147153,0.111780249,0,0,0,0,0.774001241,0,0,0.877306461,0.748111188,0.353067487,0.633370101,0.004403312,0,0,0,0,0,0,0,0,0,0.533971846,0,0.499081552,"B",1494.545044,513.8977051
