"Year / Année","Province / Province","CAS Number / Numéro CAS","Substance (English) / Substance (Anglais)","Substance (French) / Substance (Français)","Total - Releases to Air (tonnes) / Total - Rejets dans l'air (tonnes)","Facility Count / Nombres d'installations"
2018,"NS","129-00-0","Pyrene","Pyrène",0.055010300,3
2018,"NS","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",22.109300000,3
2018,"NS","206-44-0","Fluoranthene","Fluoranthène",0.093280400,2
2018,"NS","208-96-8","Acenaphthylene","Acénaphtylène",2.680020000,1
2018,"NS","218-01-9","Chrysene","Chrysène",0.006550700,1
2018,"NS","50-00-0","Formaldehyde","Formaldéhyde",25.086700000,3
2018,"NS","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.009516000,1
2018,"NS","630-08-0","Carbon monoxide","Monoxyde de carbone",6664.666000000,31
2018,"NS","67-56-1","Methanol","Méthanol",159.315000000,4
2018,"NS","67-63-0","Isopropyl alcohol","Alcool isopropylique",10.074000000,2
2018,"NS","71-43-2","Benzene","Benzène",0.297200000,2
2018,"NS","7429-90-5","Aluminum (fume or dust only)","Aluminium (fumée ou poussière seulement)",26.096000000,2
2018,"NS","7446-09-5","Sulphur dioxide","Dioxyde de soufre",63524.939100000,29
2018,"NS","74-87-3","Chloromethane","Chlorométhane",15.570000000,1
2018,"NS","75-07-0","Acetaldehyde","Acétaldéhyde",53.952000000,3
2018,"NS","75-09-2","Dichloromethane","Dichlorométhane",0.028000000,1
2018,"NS","7647-01-0","Hydrochloric acid","Acide chlorhydrique",1194.769000000,6
2018,"NS","7664-93-9","Sulphuric acid","Acide sulfurique",329.487000000,6
2018,"NS","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",24.316200000,2
2018,"NS","78-79-5","Isoprene","Isoprène",0.151466700,2
2018,"NS","79-01-6","Trichloroethylene","Trichloroéthylène",2.700000000,1
2018,"NS","83-32-9","Acenaphthene","Acénaphtène",0.219433000,1
2018,"NS","85-01-8","Phenanthrene","Phénanthrène",0.635634500,3
2018,"NS","86-73-7","Fluorene","Fluorène",0.021038600,1
2018,"NS","91-20-3","Naphthalene","Naphtalène",0.007000000,1
2018,"NS","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.117264500,6
2018,"NS","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.000757000,5
2018,"NS","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",0.019000000,1
2018,"NS","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.013999800,6
2018,"NS","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",1.312600000,3
2018,"NS","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",0.015311600,5
2018,"NS","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",0.238800000,4
2018,"NS","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.073000300,7
2018,"NS","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",0.095800000,4
2018,"NS","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.008674000,5
2018,"NS","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",0.379600000,7
2018,"NS","NA - 16","Ammonia (total)","Ammoniac (total)",167.750000000,3
2018,"NS","NA - 19","Hexavalent chromium (and its compounds)","Chrome hexavalent (et ses composés)",0.001046100,5
2018,"NS","NA - 22","Phosphorus (total)","Phosphore (total)",0.080000000,2
2018,"NS","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.000547000,2
2018,"NS","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",0.310300000,5
2018,"NS","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000000132,7
2018,"NS","NA - M08","Total particulate matter","Matière particulaire totale",5025.124300000,34
2018,"NS","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",2062.540000000,54
2018,"NS","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",656.867300000,53
2018,"NS","NA - M14","Total reduced sulphur (expressed as hydrogen sulphide)","Soufre réduit total (exprimé sous forme de sulfure d’hydrogène)",71.366200000,2
2018,"NS","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",3571.773700000,29
2018,"NT","110-54-3","n-Hexane","n-Hexane",3.678300000,1
2018,"NT","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",7707.335900000,24
2018,"NT","115-07-1","Propylene","Propylène",1.905600000,2
2018,"NT","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000002006,4
2018,"NT","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",3.841400000,1
2018,"NT","630-08-0","Carbon monoxide","Monoxyde de carbone",1732.494200000,8
2018,"NT","67-56-1","Methanol","Méthanol",0.061200000,1
2018,"NT","7446-09-5","Sulphur dioxide","Dioxyde de soufre",261.262000000,3
2018,"NT","85-01-8","Phenanthrene","Phénanthrène",0.021043900,2
2018,"NT","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.007983600,3
2018,"NT","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.009536400,3
2018,"NT","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",0.149700000,2
2018,"NT","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.020765400,3
2018,"NT","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",0.001100000,2
2018,"NT","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",0.150680100,3
2018,"NT","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",0.000100000,1
2018,"NT","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.005742000,3
2018,"NT","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",0.003600000,2
2018,"NT","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.000766900,3
2018,"NT","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)",0.001900000,2
2018,"NT","NA - 22","Phosphorus (total)","Phosphore (total)",1.008300000,2
2018,"NT","NA - 40","Vanadium (and its compounds)","Vanadium (et ses composés)",0.001000000,1
2018,"NT","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",7.0e-10,4
2018,"NT","NA - M08","Total particulate matter","Matière particulaire totale",3193.948200000,4
2018,"NT","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",1217.555100000,33
2018,"NT","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",430.373700000,33
2018,"NT","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",628.595100000,7
2018,"NU","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",4313.742700000,34
2018,"NU","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.000000149,4
2018,"NU","630-08-0","Carbon monoxide","Monoxyde de carbone",1088.509900000,17
2018,"NU","7429-90-5","Aluminum (fume or dust only)","Aluminium (fumée ou poussière seulement)",2.024200000,1
2018,"NU","7446-09-5","Sulphur dioxide","Dioxyde de soufre",45.312000000,2
2018,"NU","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",0.295507600,5
2018,"NU","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",0.000324700,4
2018,"NU","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",0.008286600,3
2018,"NU","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",0.001100000,1
2018,"NU","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",0.006434000,4
2018,"NU","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",0.001700000,1
2018,"NU","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.000019200,2
2018,"NU","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",0.000200000,1
2018,"NU","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)",0.000491400,3
2018,"NU","NA - 37","Thallium (and its compounds)","Thallium (et ses composés)",0.000005100,2
2018,"NU","NA - D/F","Dioxins and furans - total","Dioxines et furannes - totales",0.000000020,5
2018,"NU","NA - M08","Total particulate matter","Matière particulaire totale",4154.891300000,5
2018,"NU","NA - M09","PM10 - Particulate Matter <= 10 Micrometers","PM10 - Matière particulaire <= 10 micromètres",1322.501700000,33
2018,"NU","NA - M10","PM2.5 - Particulate Matter <= 2.5 Micrometers","PM2,5 - Matière particulaire <= 2,5 micromètres",196.621400000,34
2018,"NU","NA - M16","Volatile Organic Compounds (VOCs)","Composés organiques volatils (COV)",37.878100000,2
2018,"ON","100-41-4","Ethylbenzene","Éthylbenzène",138.785700000,33
2018,"ON","100-42-5","Styrene","Styrène",173.632100000,25
2018,"ON","10049-04-4","Chlorine dioxide","Dioxyde de chlore",1.727900000,3
2018,"ON","101-68-8","Methylenebis(phenylisocyanate)","Méthylènebis(phénylisocyanate)",78.564900000,9
2018,"ON","101-77-9","p,p'-Methylenedianiline","p,p'-Méthylènedianiline",0.000000000,1
2018,"ON","103-23-1","Bis(2-ethylhexyl) adipate","Adipate de bis(2-éthylhexyle)",0.000000000,1
2018,"ON","106-99-0","1,3-Butadiene","Buta-1,3-diène",18.976100000,5
2018,"ON","107-06-2","1,2-Dichloroethane","1,2-Dichloroéthane",0.003600000,1
2018,"ON","107-13-1","Acrylonitrile","Acrylonitrile",1.055700000,3
2018,"ON","107-18-6","Allyl alcohol","Alcool allylique",0.021600000,1
2018,"ON","107-21-1","Ethylene glycol","Éthylène glycol",8.808900000,16
2018,"ON","108-05-4","Vinyl acetate","Acétate de vinyle",0.290000000,1
2018,"ON","108-10-1","Methyl isobutyl ketone","Méthylisobutylcétone",106.925100000,23
2018,"ON","108-31-6","Maleic anhydride","Anhydride maléique",0.018400000,1
2018,"ON","108-88-3","Toluene","Toluène",886.306100000,96
2018,"ON","108-90-7","Chlorobenzene","Chlorobenzène",1.550000000,1
2018,"ON","108-95-2","Phenol (and its salts)","Phénol (et ses sels)",90.583100000,12
2018,"ON","110-54-3","n-Hexane","n-Hexane",1221.522100000,30
2018,"ON","110-82-7","Cyclohexane","Cyclohexane",321.413600000,20
2018,"ON","11104-93-1","Nitrogen oxides (expressed as nitrogen dioxide)","Oxydes d'azote (exprimés en dioxyde d'azote)",64412.510400000,308
2018,"ON","111-42-2","Diethanolamine (and its salts)","Diéthanolamine (et ses sels)",5.769900000,5
2018,"ON","111-76-2","2-Butoxyethanol","2-Butoxyéthanol",305.060800000,34
2018,"ON","111-77-3","2-(2-Methoxyethoxy)ethanol","2-(2-méthoxy-éthoxy)éthanol",0.040100000,1
2018,"ON","115-07-1","Propylene","Propylène",219.092100000,11
2018,"ON","118-74-1","Hexachlorobenzene","Hexachlorobenzène",0.001546301,47
2018,"ON","120-12-7","Anthracene","Anthracène",0.273025300,18
2018,"ON","120-82-1","1,2,4-Trichlorobenzene","1,2,4-Trichlorobenzène",1.168000000,1
2018,"ON","122-39-4","Diphenylamine","Diphénylamine",0.000000000,1
2018,"ON","127-18-4","Tetrachloroethylene","Tétrachloroéthylène",73.674200000,5
2018,"ON","129-00-0","Pyrene","Pyrène",0.493662500,25
2018,"ON","131-11-3","Dimethyl phthalate","Phtalate de diméthyle",3.571000000,1
2018,"ON","1319-77-3","Cresol (all isomers, and their salts)","Crésol (tous les isomères et leurs sels)",2.054700000,3
2018,"ON","1330-20-7","Xylene (all isomers)","Xylène (tous les isomères)",1064.216400000,81
2018,"ON","1344-28-1","Aluminum oxide (fibrous forms only)","Oxyde d’aluminium (formes fibreuses seulement)",0.092600000,1
2018,"ON","140-88-5","Ethyl acrylate","Acrylate d'éthyle",0.037200000,1
2018,"ON","141-32-2","Butyl acrylate","Acrylate de butyle",2.155200000,2
2018,"ON","149-30-4","2-Mercaptobenzothiazole","2-Mercaptobenzothiazole",0.000000000,1
2018,"ON","1634-04-4","Methyl tert-butyl ether","Oxyde de tert-butyle et de méthyle",0.579000000,2
2018,"ON","189-55-9","Dibenzo[a,i]pyrene","Dibenzo[a,i]pyrène",0.076681800,5
2018,"ON","191-24-2","Benzo[ghi]perylene","Benzo[ghi]pérylène",0.041777200,14
2018,"ON","192-65-4","Dibenzo[a,e]pyrene","Dibenzo[a,e]pyrène",0.000027100,1
2018,"ON","192-97-2","Benzo[e]pyrene","Benzo[e]pyrène",0.056395000,9
2018,"ON","193-39-5","Indeno[1,2,3-cd]pyrene","Indeno[1,2,3-cd] pyrène",0.058057700,14
2018,"ON","194-59-2","7H-Dibenzo[c,g]carbazole","7H-Dibenzo[c,g]carbazole",0.000070400,3
2018,"ON","198-55-0","Perylene","Pérylène",0.026385100,9
2018,"ON","205-82-3","Benzo[j]fluoranthene","Benzo[j]fluoranthène",0.020469100,9
2018,"ON","205-99-2","Benzo[b]fluoranthene","Benzo[b]fluoranthène",0.136618400,15
2018,"ON","206-44-0","Fluoranthene","Fluoranthène",0.686825400,22
2018,"ON","207-08-9","Benzo[k]fluoranthene","Benzo[k]fluoranthène",0.085742100,14
2018,"ON","208-96-8","Acenaphthylene","Acénaphtylène",0.974318200,20
2018,"ON","218-01-9","Chrysene","Chrysène",0.254974400,18
2018,"ON","224-42-0","Dibenz[a,j]acridine","Dibenz[a,j]acridine",0.001834000,4
2018,"ON","226-36-8","Dibenz[a,h]acridine","Dibenz[a,h]acridine",0.000817500,2
2018,"ON","26471-62-5","Toluenediisocyanate (mixed isomers)","Toluènediisocyanate (mélange d'isomères)",0.114295200,6
2018,"ON","302-01-2","Hydrazine (and its salts)","Hydrazine (et ses sels)",0.056270000,3
2018,"ON","34077-87-7","HCFC-123 (all isomers)","HCFC-123 et tous ses isomères",1.720000000,1
2018,"ON","463-58-1","Carbonyl sulphide","Sulfure de carbonyle",20.563300000,3
2018,"ON","50-00-0","Formaldehyde","Formaldéhyde",408.865200000,16
2018,"ON","50-32-8","Benzo[a]pyrene","Benzo[a]pyrène",0.130060000,16
2018,"ON","53-70-3","Dibenz[a,h]anthracene","Dibenz[a,h]anthracène",0.092139300,9
2018,"ON","56-23-5","Carbon tetrachloride","Tétrachlorure de carbone",0.003600000,1
2018,"ON","56-49-5","3-Methylcholanthrene","3-Méthylcholanthrène",0.000005300,2
2018,"ON","56-55-3","Benz[a]anthracene","Benz[a]anthracène",0.166108300,17
2018,"ON","57-97-6","7,12-Dimethylbenz[a]anthracene","7,12-Diméthylbenz[a]anthracène",0.001190200,4
2018,"ON","584-84-9","Toluene-2,4-diisocyanate","Toluène-2,4-diisocyanate",0.000324100,4
2018,"ON","630-08-0","Carbon monoxide","Monoxyde de carbone",69741.522200000,256
2018,"ON","64-18-6","Formic acid","Acide formique",34.334000000,4
2018,"ON","67-56-1","Methanol","Méthanol",2163.056200000,77
2018,"ON","67-63-0","Isopropyl alcohol","Alcool isopropylique",457.370800000,58
2018,"ON","67-66-3","Chloroform","Chloroforme",0.007300000,1
2018,"ON","68-12-2","n,n-Dimethylformamide","n,n-Diméthylformamide",2.921200000,1
2018,"ON","71-36-3","n-Butyl alcohol","Butan-1-ol",412.629600000,22
2018,"ON","71-43-2","Benzene","Benzène",169.136700000,20
2018,"ON","7429-90-5","Aluminum (fume or dust only)","Aluminium (fumée ou poussière seulement)",0.122800000,5
2018,"ON","7446-09-5","Sulphur dioxide","Dioxyde de soufre",141373.713900000,98
2018,"ON","74-83-9","Bromomethane","Bromométhane",0.033600000,1
2018,"ON","74-85-1","Ethylene","Éthylène",406.472300000,14
2018,"ON","74-87-3","Chloromethane","Chlorométhane",70.232000000,2
2018,"ON","74-90-8","Hydrogen cyanide","Cyanure d'hydrogène",107.463700000,4
2018,"ON","75-01-4","Vinyl chloride","Chlorure de vinyle",0.514300000,2
2018,"ON","75-05-8","Acetonitrile","Acétonitrile",1.454000000,2
2018,"ON","75-07-0","Acetaldehyde","Acétaldéhyde",119.347400000,10
2018,"ON","75-09-2","Dichloromethane","Dichlorométhane",79.267600000,8
2018,"ON","75-15-0","Carbon disulphide","Disulfure de carbone",158.037500000,5
2018,"ON","75-45-6","HCFC-22","HCFC-22",0.100000000,1
2018,"ON","75-71-8","CFC-12","CFC-12",0.007300000,1
2018,"ON","7632-00-0","Sodium nitrite","Nitrite de sodium",0.196600000,1
2018,"ON","7647-01-0","Hydrochloric acid","Acide chlorhydrique",569.734900000,46
2018,"ON","7664-39-3","Hydrogen fluoride","Fluorure d'hydrogène",38.233800000,4
2018,"ON","7664-93-9","Sulphuric acid","Acide sulfurique",975.666700000,42
2018,"ON","7697-37-2","Nitric acid","Acide nitrique",17.572300000,16
2018,"ON","7782-41-4","Fluorine","Fluor",0.022000000,1
2018,"ON","7782-50-5","Chlorine","Chlore",3.142900000,6
2018,"ON","7783-06-4","Hydrogen sulphide","Sulfure d'hydrogène",354.108200000,20
2018,"ON","7789-75-5","Calcium fluoride","Fluorure de calcium",1.663300000,2
2018,"ON","78-79-5","Isoprene","Isoprène",4.296268800,8
2018,"ON","78-83-1","i-Butyl alcohol","2-Méthylpropan-1-ol",80.395700000,10
2018,"ON","78-93-3","Methyl ethyl ketone","Méthyléthylcétone",875.320700000,50
2018,"ON","79-01-6","Trichloroethylene","Trichloroéthylène",5.497700000,4
2018,"ON","79-21-0","Peracetic acid (and its salts)","Acide peracétique (et ses sels)",0.528200000,2
2018,"ON","80-05-7","Bisphenol A","Bisphénol A",0.002100100,5
2018,"ON","80-62-6","Methyl methacrylate","Méthacrylate de méthyle",24.665500000,5
2018,"ON","83-32-9","Acenaphthene","Acénaphtène",1.216072000,15
2018,"ON","84-74-2","Dibutyl phthalate","Phtalate de dibutyle",0.000000000,1
2018,"ON","85-01-8","Phenanthrene","Phénanthrène",1.974667900,26
2018,"ON","85-44-9","Phthalic anhydride","Anhydride phtalique",0.092900000,3
2018,"ON","85-68-7","Butyl benzyl phthalate","Phtalate de benzyle et de butyle",0.001000000,1
2018,"ON","86-73-7","Fluorene","Fluorène",0.418611000,16
2018,"ON","872-50-4","N-Methyl-2-pyrrolidone","N-Méthyl-2-pyrrolidone",18.323200000,8
2018,"ON","9016-87-9","Polymeric diphenylmethane diisocyanate","Diisocyanate de diphénylméthane (polymérisé)",13.342800000,10
2018,"ON","91-08-7","Toluene-2,6-diisocyanate","Toluène-2,6-diisocyanate",0.000108100,3
2018,"ON","91-20-3","Naphthalene","Naphtalène",36.411200000,15
2018,"ON","91-22-5","Quinoline","Quinoléine",0.208489600,3
2018,"ON","92-52-4","Biphenyl","Biphényle",2.763100000,4
2018,"ON","94-36-0","Benzoyl peroxide","Peroxyde de benzoyle",0.000100000,1
2018,"ON","95-63-6","1,2,4-Trimethylbenzene","1,2,4-Triméthylbenzène",373.352000000,28
2018,"ON","98-82-8","Cumene","Cumène",0.144100000,4
2018,"ON","NA - 01","Antimony (and its compounds)","Antimoine (et ses composés)",0.006400000,6
2018,"ON","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)",3.414559900,63
2018,"ON","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)",1.586460000,89
2018,"ON","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)",2.151400000,52
2018,"ON","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)",1.861738000,98
2018,"ON","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)",29.122200000,76
2018,"ON","NA - 07","Cyanides (ionic)","Cyanures (ioniques)",6.726000000,5
2018,"ON","NA - 08","Lead (and its compounds)","Plomb (et ses composés)",13.931537500,148
2018,"ON","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)",27.478500000,93
2018,"ON","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)",0.672609200,50
2018,"ON","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)",40.905800000,68
