Reference Year,GHGRP ID No.,Facility Province or Territory,CO2 tonnes,CH4 tonnes,N2O tonnes,SF6 tonnes,HFC Total tonnes CO2e,PFC Total tonnes CO2e
2020,G10919,Ontario,20108.36,0.37,0.33,0.0,0.0,0.0
2020,G10920,Ontario,11363.918,0.7011,0.5791,0.0,0.0,0.0
2020,G10921,Manitoba,22941.098,1.155,1.75526,0.0,0.0,0.0
2020,G10922,Saskatchewan,13189.815,5.6795,0.8913,0.0,0.0,0.0
2020,G10923,Saskatchewan,19318.8763,6.9922,1.0969,0.0,0.0,0.0
2020,G10924,Ontario,54071.217,3.763,0.619,0.0,22.88,0.0
2020,G10925,Quebec,19914.6924,0.407716,0.354436,0.0,0.0,0.0
2020,G10926,Ontario,34987.839,2.138,2.612,0.0,0.0,0.0
2020,G10927,Ontario,21602.6183,0.295041,0.298584,0.0,0.0,0.0
2020,G10928,Ontario,24755.3069,0.321078,0.300397,0.0,0.0,0.0
2020,G10929,Ontario,12613.186,0.29387,0.3332,0.0,0.0,0.0
2020,G10930,Ontario,10063.534,0.799,0.451,0.0,0.0,0.0
2020,G10931,Ontario,12019.012,0.27002,0.3841,0.0,0.0,0.0
2020,G10932,British Columbia,20308.587,71.859,0.52113,0.0,0.0,0.0
2020,G10933,British Columbia,14931.3929,68.313,0.4355,0.0,0.0,0.0
2020,G10934,British Columbia,28298.762,0.55304,0.523374,0.0,0.0,0.0
2020,G10935,British Columbia,24300.58,1.062508,0.519728,0.0,0.0,0.0
2020,G10936,British Columbia,26057.43,232.11,0.674,0.0,0.0,0.0
2020,G10937,British Columbia,15228.439,94.572,0.465,0.0,0.0,0.0
2020,G10938,British Columbia,17442.96955,0.871147,2.62004,0.0,0.0,0.0
2020,G10939,British Columbia,22872.54202,0.442166,0.408227,0.0,0.0,0.0
2020,G10940,British Columbia,10102.79,5.707,0.171,0.0,0.0,0.0
2020,G10941,British Columbia,15188.937,25.198,0.19,0.0,0.0,0.0
2020,G10942,British Columbia,7976.0479,153.4062,0.2299,0.0,0.0,0.0
2020,G10943,British Columbia,5461.2522,210.6792,0.1496,0.0,0.0,0.0
2020,G10944,British Columbia,29569.0622,384.0545,0.8541,0.0,0.0,0.0
2020,G10945,British Columbia,35977.721,243.6463,1.0679,0.0,0.0,0.0
2020,G10947,British Columbia,21396.8323,111.5678,0.6394,0.0,0.0,0.0
2020,G10948,British Columbia,10354.3268,43.1096,0.1077,0.0,0.0,0.0
2020,G10949,British Columbia,34531.3958,0.6575,0.5882,0.0,0.0,0.0
2020,G10952,British Columbia,27621.4466,0.5687,0.6483,0.0,0.0,0.0
2020,G10953,British Columbia,22018.2931,0.5458,0.7137,0.0,0.0,0.0
2020,G10954,British Columbia,14846.0,0.3777,0.2802,0.0,0.0,0.0
2020,G10955,British Columbia,31985.77,0.61093,0.5436,0.0,0.0,0.0
2020,G10957,British Columbia,31504.25,0.63,0.65,0.0,0.0,0.0
2020,G10958,British Columbia,11302.61399,0.389729,0.208372,0.0,0.0,0.0
2020,G10959,British Columbia,27045.826,7.451,0.453,0.0,0.0,0.0
2020,G10962,Alberta,20.0,123.0,9.2,0.0,0.0,0.0
2020,G10963,Alberta,47657.35186,139.276063,1.193674,0.0,0.0,0.0
2020,G10964,British Columbia,14442.1309,91.5517,0.3466,0.0,0.0,0.0
2020,G10966,British Columbia,13351.166,80.93,0.369,0.0,0.0,0.0
2020,G10968,British Columbia,27742.779,136.78,0.836,0.0,0.0,0.0
2020,G10969,British Columbia,6439.549,147.933,0.078,0.0,0.0,0.0
2020,G10971,British Columbia,10399.148,55.808,0.171,0.0,0.0,0.0
2020,G10974,British Columbia,27412.09913,132.028872,0.832632,0.0,0.0,0.0
2020,G10975,Ontario,1219.795,1321.550251,0.030889,0.0,0.0,0.0
2020,G10976,Alberta,10750.796,20.586,0.142,0.0,0.0,0.0
2020,G10977,Alberta,12655.982,130.93,0.224,0.0,0.0,0.0
2020,G10978,Alberta,15196.428,131.793,6.455,0.0,0.0,0.0
2020,G10979,Alberta,13934.596,4.322,0.241,0.0,0.0,0.0
2020,G10980,Alberta,7023.472,28.501,0.197,0.0,0.0,0.0
2020,G10981,Alberta,12280.95691,1111.72182,1.57165,0.0,0.0,0.0
2020,G10982,Ontario,8668.082,0.16933,0.15029,0.0,0.0,0.0
2020,G10983,Ontario,8144.29,0.149294,0.133154,0.0,0.0,0.0
2020,G10985,Alberta,17909.6,0.301,0.3,0.0,0.0,0.0
2020,G10986,Quebec,1460.02,0.0388,0.57446,0.2951,1395.97,22214.34
2020,G10987,Quebec,351.336,0.1955,0.9044,0.0,3601.48,0.0
2020,G10989,Alberta,12796.4467,0.2438,0.0261,0.0,0.0,0.0
2020,G10991,Ontario,9486.52,0.181045,0.161425,0.0,0.0,0.0
2020,G10994,Ontario,22040.26,0.167862,0.290135,0.0,0.0,0.0
2020,G10998,Manitoba,23262.0,0.48,0.38,0.0,0.0,0.0
2020,G11000,Alberta,14553.8078,34.861297,3.8796,0.0,0.0,0.0
2020,G11001,Alberta,9753.1201,15.2479,0.2308,0.0,0.0,0.0
2020,G11002,Alberta,8125.687,57.8581,0.1549,0.0,0.0,0.0
2020,G11003,Alberta,19638.6918,56.1537,0.2869,0.0,0.0,0.0
2020,G11005,Alberta,17000.964,74.409,4.698,0.0,0.0,0.0
2020,G11007,Quebec,13846.964,0.2858,0.2433,0.0,0.0,0.0
2020,G11008,Nova Scotia,28849.574,0.5145,0.5346,0.0,0.0,0.0
2020,G11009,Ontario,12929.551,0.43068,0.216923,0.0,0.0,0.0
2020,G11010,Alberta,26523.403,276.482,1.956,0.0,0.0,0.0
2020,G11011,Alberta,8352.530709,81.334189,0.209072,0.0,0.0,0.0
2020,G11012,Alberta,14587.528,42.594,3.814,0.0,0.0,0.0
2020,G11013,Ontario,10712.4,0.2112,0.1881,0.0,0.0,0.0
2020,G11014,Quebec,13883.0,0.276,0.266,0.0,0.0,0.0
2020,G11015,Alberta,13271.03,1.16,0.02,0.0,0.0,0.0
2020,G11016,Alberta,15127.4322,0.2903,0.2746,0.0,0.0,0.0
2020,G11018,Ontario,22943.89,0.446401,0.396386,0.0,0.0,0.0
2020,G11019,Ontario,18035.709,0.3541,0.325,0.0,0.0,0.0
2020,G11020,Ontario,21912.0,0.428,0.38,0.0,0.0,0.0
2020,G11021,Manitoba,14374.94,0.2823,0.2481,0.0,0.0,0.0
2020,G11022,Alberta,28370.8,157.2,0.6,0.0,0.0,0.0
2020,G11025,Ontario,21806.476,131.319,0.497,0.04,0.0,0.0
2020,G11026,Ontario,15072.43,0.29403,0.2611,0.0,0.0,0.0
2020,G11027,Ontario,32139.7699,0.6265,0.5972,0.0,0.0,0.0
2020,G11028,Ontario,26094.909,0.4943,0.4387,0.0,0.0,0.0
2020,G11029,Alberta,15180.046,107.691,2.301,0.0,0.0,0.0
2020,G11030,Alberta,7353.615,318.552,0.134,0.0,0.0,0.0
2020,G11031,British Columbia,12539.6442,0.444,1.0396,0.0,0.0,0.0
2020,G11032,Quebec,9675.6,0.159,0.144,0.0,0.0,0.0
2020,G11034,Ontario,37833.36,2.2512,1.7298,0.0,0.0,0.0
2020,G11036,New Brunswick,18631.4006,0.6134,1.3585,0.0,0.0,0.0
2020,G11037,Alberta,9116.459,134.485,1.858,0.0,0.0,0.0
2020,G11038,British Columbia,13796.52712,81.196937,0.395136,0.0,0.0,0.0
2020,G11039,Quebec,8014.32,0.056004,0.282177,0.0,0.0,0.0
2020,G11040,Alberta,94.616,418.27045,0.109341,0.0,0.0,0.0
2020,G11041,Ontario,30612.68,0.5977,0.5311,0.0,0.0,0.0
2020,G11042,Ontario,12862.08,0.26503,0.2278,0.0,0.0,0.0
2020,G11043,Ontario,20033.0,0.392,0.348,0.0,0.0,0.0
2020,G11045,Alberta,2677.825,26.915,2.854,0.0,0.0,0.0
2020,G11046,Ontario,12342.984,0.2804,0.2123,0.0,0.0,0.0
2020,G11047,Alberta,6967.045,622.4059,1.192982,0.0,0.0,0.0
2020,G11048,Quebec,18148.0,0.0001,0.2196,0.0,0.0,0.0
2020,G11049,Saskatchewan,51698.73,29.8403,0.47,0.0,0.0,0.0
2020,G11050,Quebec,75.6,1.192,0.005,0.0,0.0,0.0
2020,G11051,Ontario,6185.0,1.6033,0.1603,0.0,0.0,0.0
2020,G11052,Quebec,9973.3,0.193,0.172,0.0,0.0,0.0
2020,G11053,Quebec,22304.08,0.44,0.392,0.0,31.13826,0.0
2020,G11054,Quebec,16923.5,0.30913,0.27553,0.0,0.0,0.0
2020,G11055,Quebec,12494.11,0.246,0.219,0.0,354.852,0.0
2020,G11056,Alberta,22162.55077,0.489897,0.351584,0.0,0.0,0.0
2020,G11057,Alberta,405.43,1695.88,0.16,0.0,0.0,0.0
2020,G11058,Nova Scotia,21434.18,0.4084,0.3866,0.0,0.0,0.0
2020,G11059,Ontario,20783.0,0.41,0.36,0.0,0.0,0.0
2020,G11060,Ontario,13315.58,0.262,0.234,0.0,0.0,0.0
2020,G11064,Quebec,22012.32,30.86296,9.6151,0.0,36.402516,0.0
2020,G11066,Ontario,18490.5034,0.5319,0.9911,0.0,0.0,0.0
2020,G11067,Quebec,13198.18,0.285,0.243,0.0,0.0,0.0
2020,G11068,Alberta,35001.69,0.6729,0.6315,0.0,0.0,0.0
2020,G11069,Alberta,14219.671,0.273,0.17,0.0,0.0,0.0
2020,G11070,Saskatchewan,12897.9454,0.253288,0.223957,0.000222,0.0,0.0
2020,G11072,Newfoundland and Labrador,17070.0272,0.844,2.5383,0.0,0.0,0.0
2020,G11073,Ontario,16835.0,2.495,1.771,0.0,0.0,0.0
2020,G11074,Alberta,12988.2091,0.107,0.0921,0.0,0.0,0.0
2020,G11076,Manitoba,15755.8,0.2648,0.2334,0.0,0.0,0.0
2020,G11077,Quebec,22112.55,0.273,0.2487,0.0,0.0,0.0
2020,G11079,Alberta,39268.301,516.41703,3.69542,0.0,26.20675,0.0
2020,G11080,Manitoba,29000.0,0.56,0.53,0.0,155.195,0.0
2020,G11081,Ontario,91643.66573,1.790775,1.589777,0.0,0.0,0.0
2020,G11082,Ontario,4747.485,0.582,53.31256,0.0,0.0,0.0
2020,G11084,Ontario,15523.267,0.34488,0.274269,0.0,0.0,0.0
2020,G11085,Saskatchewan,10650.9601,0.2095,0.1966,0.0,0.0,0.0
2020,G11087,Ontario,12646.62,0.24,0.02,0.0,0.0,0.0
2020,G11088,Ontario,5875.69,0.11,0.01,0.0,0.0,0.0
2020,G11091,Alberta,9094.651,174.36,0.764,0.0,0.0,0.0
2020,G11092,Ontario,23094.629,0.4581,0.4102,0.0,0.0,0.0
2020,G11093,Ontario,0.0,1285.516,0.0,0.0,0.0,0.0
2020,G11094,Ontario,11882.9,0.238,0.2082,0.0,0.0,0.0
2020,G11095,Quebec,13796.0,0.3271,0.2882,0.0,0.0,0.0
2020,G11097,Ontario,28647.0,0.56,0.5,0.0,0.0,0.0
2020,G11098,Quebec,10633.152,0.209582,0.186802,0.0,0.0,0.0
2020,G11100,Alberta,18527.142,188.809,9.059,0.0,0.0,0.0
2020,G11102,Ontario,17940.0592,0.310705,0.3526,0.0,0.0,0.0
2020,G11103,Ontario,14838.095,0.326,0.26,0.0,0.0,0.0
2020,G11104,Quebec,20139.6106,0.3921,0.3808,0.0,155.5136,0.0
2020,G11105,Ontario,22143.7536,0.4323,0.3838,0.0,0.0,0.0
2020,G11106,Ontario,34262.956,0.7524,0.6035,0.0,0.0,0.0
2020,G11107,Alberta,10602.936,206.9397,1.1249,0.0,0.0,0.0
2020,G11108,Alberta,8643.1591,220.148,1.359,0.0,0.0,0.0
2020,G11109,Quebec,17190.671,0.344,0.321,0.0,0.0,0.0
2020,G11111,Alberta,23998.0,0.59,0.41,0.0,0.0,0.0
2020,G11112,Alberta,28526.17,201.561,7.268,0.0,0.0,0.0
2020,G11113,Quebec,22244.35,6.345415,0.315124,0.0,0.0,0.0
2020,G11114,Alberta,4230.2514,0.088366,0.184673,0.0,0.0,0.0
2020,G11115,Ontario,12910.179,1.543,2.169,0.0,0.0,0.0
2020,G11116,Quebec,10634.0,0.19,0.17,0.0,0.0,0.0
2020,G11119,Ontario,11541.3,0.227,0.203,0.0,0.0,0.0
2020,G11120,Ontario,17286.1672,0.4144,0.6477,0.0,0.0,0.0
2020,G11121,Alberta,8799.72181,0.221788,0.380497,0.0,0.0,0.0
2020,G11122,Ontario,14215.1069,0.2786,0.2635,0.0,0.0,0.0
2020,G11123,Quebec,12174.0,0.604,0.214,0.0,0.0,0.0
2020,G11124,Ontario,28148.0,0.55,0.49,0.0,0.0,0.0
2020,G11125,Quebec,25373.9148,0.4069,0.3977,0.0,0.0,0.0
2020,G11126,Ontario,11039.138,0.2081,0.18502,0.0,0.0,0.0
2020,G11127,Alberta,18146.5182,0.4319,0.6575,0.0,0.0,0.0
2020,G11128,Quebec,14868.0,0.3506,0.3473,0.0,0.0,0.0
2020,G11129,Ontario,15577.96,0.3234,0.224,0.0,0.0,0.0
2020,G11130,Alberta,35649.52,15.496,42.71,0.0,0.0,0.0
2020,G11131,Alberta,12296.6883,153.2739,1.9267,0.0,0.0,0.0
2020,G11132,Ontario,28810.084,0.5452,0.4783,0.0,0.0,0.0
2020,G11133,Ontario,11821.84,0.224,0.199,0.0,0.0,0.0
2020,G11134,Ontario,43279.0,10.783,1.0793,0.0,0.0,0.0
2020,G11135,Manitoba,50500.0,17.608,1.263,0.0,0.0,0.0
2020,G11136,Manitoba,35293.0,0.63,0.55,0.0,0.0,0.0
2020,G11137,Alberta,8347.4467,101.84913,1.40385,0.0,0.0,0.0
2020,G11139,Alberta,9309.92556,1806.31984,1.36297,0.0,0.0,0.0
2020,G11140,Nova Scotia,13132.43,0.3106,0.233,0.0,0.0,0.0
2020,G11142,Ontario,43991.715,8.084723,1.034565,0.0,0.0,0.0
2020,G11144,Alberta,22255.6867,122.8079,1.4771,0.0,0.0,0.0
2020,G11145,Alberta,13481.39415,25.66577,0.39114,0.0,0.0,0.0
2020,G11146,Alberta,7048.395,139.408,1.564,0.0,0.0,0.0
2020,G11148,British Columbia,5067.469,250.992,0.128,0.0,0.0,0.0
2020,G11150,Saskatchewan,11515.5511,18.1966,0.2032,0.0,0.0,0.0
2020,G11151,Quebec,13577.8,0.265,0.253,0.0,0.0,0.0
2020,G11152,Quebec,20507.87,0.401,0.3816,0.0,0.0,0.0
2020,G11153,Alberta,13151.7928,0.2533,0.2588,0.0,0.0,0.0
2020,G11155,Alberta,9395.567,99.415,0.854,0.0,0.0,0.0
2020,G11156,Manitoba,34092.227,0.737,0.584,0.0,0.0,0.0
2020,G11158,Ontario,16498.54,0.339504,0.2913,0.0,0.0,0.0
2020,G11159,Ontario,22051.0,0.418,0.373,0.0,74.1,0.0
2020,G11161,Alberta,61138.82,1.17,2.877,0.0,0.0,0.0
2020,G11162,Ontario,0.0,875.13,0.0,0.0,0.0,0.0
2020,G11164,Alberta,19405.0286,271.4246,4.8686,0.0,0.0,0.0
2020,G11165,Ontario,13805.585,0.314,0.24,0.0,0.0,0.0
2020,G11166,Alberta,13763.595,28.897,0.244,0.0,0.0,0.0
2020,G11167,Quebec,18118.0,0.297,0.265,0.0,0.0,0.0
2020,G11168,Alberta,10066.442,49.203,1.983,0.0,0.0,0.0
2020,G11169,Alberta,24891.781,0.494,0.356,0.0,0.0,0.0
2020,G11171,Saskatchewan,15646.15,86.839,10.557905,0.0,0.0,0.0
2020,G11172,Ontario,30997.913,0.628,0.644,0.0,0.0,0.0
2020,G11173,Manitoba,38218.38,0.746,0.6507,0.0,0.0,0.0
2020,G11174,Alberta,15563.11,0.2929,0.25977,0.0,0.0,0.0
2020,G11175,Manitoba,30344.18,0.617,3.1578,0.0,0.0,0.0
2020,G11177,Alberta,10961.148,121.961,1.129,0.0,0.0,0.0
2020,G11178,Alberta,7375.927,129.705,1.606,0.0,0.0,0.0
2020,G11179,Alberta,26374.163,4.292,0.652,0.0,0.0,0.0
2020,G11180,Alberta,21534.2935,265.7939,2.6982,0.0,0.0,0.0
2020,G11182,Alberta,12475.933,19.682,1.216,0.0,0.0,0.0
2020,G11183,Alberta,12599.974,12.573,0.223,0.0,0.0,0.0
2020,G11184,Manitoba,12124.8946,28.8109,0.0496,0.0,0.0,0.0
2020,G11186,Saskatchewan,29963.16,0.6202,0.5498,0.0,0.0,0.0
2020,G11187,Alberta,9230.5401,33.92194,0.8815,0.0,0.0,0.0
2020,G11190,Alberta,13241.148,55.42,2.167,0.0,0.0,0.0
2020,G11191,British Columbia,12411.048,9.998,0.205,0.0,0.0,0.0
2020,G11195,Alberta,9415.238,97.531,3.028,0.0,0.0,0.0
2020,G11196,Alberta,20001.5,120.536,3.938,0.0,0.0,0.0
2020,G11200,Alberta,21547.23,234.69,2.088,0.0,0.0,0.0
2020,G11203,Quebec,123.5,447.607,0.056,0.0,0.0,0.0
2020,G11205,Alberta,11367.711,108.873,2.02,0.0,0.0,0.0
2020,G11206,Quebec,13454.0,0.59,0.109,0.0,0.0,0.0
2020,G11207,British Columbia,21678.6186,178.0706,0.6478,0.0,0.0,0.0
2020,G11208,Quebec,47924.46,12.514,8.388,0.0,0.0,0.0
2020,G11209,Quebec,13408.0,0.89,0.153,0.0,0.0,0.0
2020,G11210,Quebec,9783.01,0.648,0.112,0.0,0.0,0.0
2020,G11211,Manitoba,1368.538,1087.73858,0.0933,0.0,0.0,0.0
2020,G11212,Ontario,20200.53981,11.369,7.6544,0.0,0.0,0.0
2020,G11213,Saskatchewan,49355.2496,139.6309,7.4389,0.0,0.0,0.0
2020,G11215,Saskatchewan,19497.8536,6.4981,0.15483,0.0,0.0,0.0
2020,G11216,Alberta,18055.3311,55.6747,4.5581,0.0,0.0,0.0
2020,G11217,Alberta,13020.664,160.429,2.404,0.0,0.0,0.0
2020,G11219,Alberta,9293.971,94.851,1.377,0.0,0.0,0.0
2020,G11220,Ontario,9847.343,4.366,0.058,0.0,0.0,0.0
2020,G11221,Quebec,32622.93,1.3809,0.56988,0.0,7.92482,0.0
2020,G11225,Quebec,31290.0,0.641,0.559,0.0,0.0,0.0
2020,G11226,Alberta,15054.362,192.015,3.869,0.0,0.0,0.0
2020,G11227,British Columbia,6879.6856,89.2954,12.3941,0.0,0.0,0.0
2020,G11228,British Columbia,11913.5493,0.2761,0.4089,0.0,0.0,0.0
2020,G11229,Quebec,17640.0,1.38829,0.35766,0.0,0.0,0.0
2020,G11231,Quebec,22310.52,0.4427,0.401,0.0,0.0,0.0
2020,G11232,Alberta,21652.8106,248.1451,2.39,0.0,0.0,0.0
2020,G11233,Alberta,16993.0,343.0,7.64,0.0,0.0,0.0
2020,G11234,Ontario,564.0,0.3,16.432,0.0,0.0,0.0
2020,G11235,Alberta,18354.5,0.44,0.29,0.0,0.0,0.0
2020,G11236,Alberta,20882.7336,24.1356,0.409,0.0,0.0,0.0
2020,G11238,Alberta,19097.821,61.057,2.485,0.0,0.0,0.0
2020,G11239,Alberta,15010.0,0.29,0.26,0.0,0.0,0.0
2020,G11240,Alberta,16463.0,0.32,0.29,0.0,0.0,0.0
2020,G11241,Ontario,12042.4226,0.2415,0.2093,0.0,0.0,0.0
2020,G11242,Quebec,11712.382,0.167,0.168,0.0,87.661,0.0
2020,G11243,Ontario,8174.3328,0.16838,0.147005,0.0,0.0,0.0
2020,G11245,Saskatchewan,35270.2807,162.7686,0.4285,0.0,0.0,0.0
2020,G11247,Alberta,26209.974,180.607,4.478,0.0,0.0,0.0
2020,G11249,Alberta,22848.001,50.945,3.634,0.0,0.0,0.0
2020,G11250,Alberta,14862.96,124.778,3.602,0.0,0.0,0.0
2020,G11251,Alberta,17348.1213,4.034,0.3291,0.0,0.0,0.0
2020,G11252,Saskatchewan,17486.2971,73.3797,0.2719,0.0,0.0,0.0
2020,G11253,Alberta,23793.3308,322.8625,2.5424,0.0,0.0,0.0
2020,G11256,Nova Scotia,9664.02,1.585,1.25,0.0,0.0,0.0
2020,G11257,Alberta,13669.376,48.724,0.922,0.0,0.0,0.0
2020,G11258,Alberta,25132.471,40.173,0.611,0.0,0.0,0.0
2020,G11260,Alberta,24581.78088,82.120118,0.633,0.0,0.0,0.0
2020,G11262,Alberta,14812.489,32.346,0.342,0.0,0.0,0.0
2020,G11263,Alberta,12465.2924,192.5466,6.3403,0.0,0.0,0.0
2020,G11264,Alberta,4666.9125,103.3184,1.3054,0.0,0.0,0.0
2020,G11265,Alberta,13438.431,91.031,3.352,0.0,0.0,0.0
2020,G11266,Alberta,13244.454,31.854,3.374,0.0,0.0,0.0
2020,G11269,Alberta,9896.845,96.275,0.591,0.0,0.0,0.0
2020,G11271,Alberta,13792.659,68.44,3.002,0.0,0.0,0.0
2020,G11272,Alberta,8014.564,113.035,0.253,0.0,0.0,0.0
2020,G11275,Alberta,16841.71149,47.081949,0.433528,0.0,0.0,0.0
2020,G11276,Alberta,8945.615,185.944,4.315,0.0,0.0,0.0
2020,G11277,Alberta,14281.922,140.577,0.251,0.0,0.0,0.0
2020,G11279,Alberta,11665.674,85.832,3.019,0.0,0.0,0.0
2020,G11281,Alberta,14603.8707,147.2194,2.8024,0.0,0.0,0.0
2020,G11283,Alberta,11759.066,196.316,5.49,0.0,0.0,0.0
2020,G11284,Alberta,8812.743,113.1799,0.9287,0.0,0.0,0.0
2020,G11285,Alberta,12771.4191,103.949,2.9785,0.0,0.0,0.0
2020,G11286,Alberta,8175.1607,101.8573,0.8897,0.0,0.0,0.0
2020,G11287,Alberta,7021.714,287.339,0.91,0.0,0.0,0.0
2020,G11288,Alberta,20683.131,140.224,3.531,0.0,0.0,0.0
2020,G11290,Alberta,10415.246,62.347,2.253,0.0,0.0,0.0
2020,G11293,Alberta,15975.793,108.88,2.769,0.0,0.0,0.0
2020,G11294,Alberta,13045.594,51.31,1.202,0.0,0.0,0.0
2020,G11296,Alberta,9749.561,114.134,1.074,0.0,0.0,0.0
2020,G11297,Alberta,14775.915,123.598,2.687,0.0,0.0,0.0
2020,G11298,Alberta,10773.346,48.266,3.184,0.0,0.0,0.0
2020,G11299,Alberta,9325.94,162.84,0.91,0.0,0.0,0.0
2020,G11300,Alberta,9422.419,118.008,0.911,0.0,0.0,0.0
2020,G11301,Alberta,9587.116,98.677,0.936,0.0,0.0,0.0
2020,G11302,Ontario,0.0,561.048,0.0,0.0,0.0,0.0
2020,G11303,Alberta,43307.78677,186.42306,2.312571,0.0,0.0,0.0
2020,G11304,Alberta,12145.02147,79.323775,0.663721,0.0,0.0,0.0
2020,G11307,Alberta,12763.774,49.461,2.954,0.0,0.0,0.0
2020,G11308,Alberta,10954.918,85.153,3.015,0.0,0.0,0.0
2020,G11309,Alberta,14090.365,176.338,1.038,0.0,0.0,0.0
2020,G11311,Alberta,9980.424,102.198,0.987,0.0,0.0,0.0
2020,G11312,Alberta,10094.217,124.226,1.057,0.0,0.0,0.0
2020,G11313,Alberta,6728.7135,120.2896,1.1662,0.0,0.0,0.0
2020,G11315,Ontario,56473.7955,1.100126,0.971413,0.0,0.0,0.0
2020,G11319,Ontario,21858.13,0.5067,0.3802,0.0,0.0,0.0
2020,G11320,Alberta,11423.37,54.388,2.604,0.0,0.0,0.0
2020,G11322,Ontario,48799.0,0.964,0.852,0.0,0.0,0.0
2020,G11324,Alberta,9429.173,92.816,0.203,0.0,0.0,0.0
2020,G11325,Saskatchewan,23985.21,0.49303,0.40138,0.0,0.0,0.0
2020,G11326,Alberta,22326.72192,139.937072,0.571793,0.0,0.0,0.0
2020,G11327,Alberta,60816.68706,186.100737,1.518666,0.0,0.0,0.0
2020,G11328,Alberta,10097.069,0.273,0.181,0.0,0.0,0.0
2020,G11330,Alberta,10961.20786,118.88742,1.05091,0.0,0.0,0.0
2020,G11331,Saskatchewan,45602.82,0.8977,0.7784,0.0,0.0,0.0
2020,G11335,Alberta,24496.4514,0.3417,0.3028,0.0,124.4885,0.0
2020,G11336,Quebec,16511.63,0.4107,1.3669,0.0,0.0,0.0
2020,G11337,Alberta,174.935826,591.9794,0.608444,0.0,0.0,0.0
2020,G11339,Ontario,0.0,888.6378,0.0,0.0,0.0,0.0
2020,G11340,Ontario,0.0,1178.18,0.0,0.0,0.0,0.0
2020,G11341,Ontario,0.0,523.86,0.0,0.0,0.0,0.0
2020,G11343,Alberta,4603.5593,224.5047,0.6383,0.0,0.0,0.0
2020,G11344,Alberta,21413.7564,242.1557,2.1606,0.0,0.0,0.0
2020,G11345,Alberta,32521.0585,383.666,10.0527,0.0,0.0,0.0
2020,G11348,British Columbia,12658.8639,37.0742,0.3249,0.0,0.0,0.0
2020,G11351,British Columbia,40620.613,25.334,0.659,0.0,0.0,0.0
2020,G11354,Saskatchewan,10890.351,714.47,0.365,0.0,0.0,0.0
2020,G11357,British Columbia,16430.2364,27.8822,0.4333,0.0,0.0,0.0
2020,G11360,British Columbia,19530.244,181.976,0.116,0.0,0.0,0.0
2020,G11361,Ontario,7387.606931,0.147417,0.154078,0.0,0.0,0.0
2020,G11362,Alberta,16578.743,0.325,0.289,0.0,0.0,0.0
2020,G11363,Alberta,194.212,1300.04652,0.05492,0.0,0.0,0.0
2020,G11365,Alberta,8816.38777,91.533816,0.224118,0.0,0.0,0.0
2020,G11366,Alberta,10889.002,36.87,0.108,0.0,0.0,0.0
2020,G11368,Ontario,17844.01,0.388,0.1947,0.0,0.0,0.0
2020,G11369,Saskatchewan,17537.4,6.6164,0.1921,0.0,0.0,0.0
2020,G11372,Alberta,43249.638,170.7,7.451,0.0,0.0,0.0
2020,G11373,Alberta,10648.996,65.299,1.612,0.0,0.0,0.0
2020,G11374,Saskatchewan,14239.888,296.333,0.128,0.0,0.0,0.0
2020,G11375,Ontario,31699.682,1.1095,1.2387,0.0,0.0,0.0
2020,G11376,British Columbia,27724.8829,115.5915,0.7886,0.0,0.0,0.0
2020,G11377,British Columbia,19033.109,25.3491,0.4731,0.0,0.0,0.0
2020,G11378,British Columbia,11953.6892,22.1443,0.2883,0.0,0.0,0.0
2020,G11379,British Columbia,22681.54358,96.824555,0.685741,0.0,0.0,0.0
2020,G11380,Alberta,34697.888,98.874,7.007,0.0,0.0,0.0
2020,G11382,Quebec,98412.68,5.074842,19.514159,0.0,67.14691,0.0
2020,G11385,Alberta,3811.97,1073.1317,4.10293,0.0,0.0,0.0
2020,G11386,Newfoundland and Labrador,0.0,1248.0273,0.0227,0.0,0.0,0.0
2020,G11387,Alberta,15390.67415,93.112033,0.382663,0.0,0.0,0.0
2020,G11388,Ontario,0.0,3329.779265,0.206393,0.0,0.0,0.0
2020,G11389,Saskatchewan,9097.277579,0.086825,0.33083,0.008062,0.0,0.0
2020,G11390,Quebec,17546.137,0.663,0.292,0.0,0.0,0.0
2020,G11391,Alberta,33226.378,82.477,6.946,0.0,0.0,0.0
2020,G11392,Alberta,19352.563,97.972,4.969,0.0,0.0,0.0
2020,G11393,Alberta,16542.021,225.16,4.575,0.0,0.0,0.0
2020,G11394,Saskatchewan,19875.4971,58.1737,0.3251,0.0,0.0,0.0
2020,G11397,Alberta,1915223.336,663.505786,52.803517,0.053432,715.124755,14.24124
2020,G11398,Ontario,27438.87961,4.27121,0.611369,0.0,0.0,0.0
2020,G11402,British Columbia,9927.7069,21.0973,0.2389,0.0,0.0,0.0
2020,G11403,British Columbia,11963.2775,18.0136,0.2981,0.0,0.0,0.0
2020,G11404,British Columbia,14868.0319,29.0194,0.3508,0.0,0.0,0.0
2020,G11405,British Columbia,9730.6828,30.0193,0.2243,0.0,0.0,0.0
2020,G11407,Alberta,27318.509,206.8323,3.3516,0.0,0.0,0.0
2020,G11408,Saskatchewan,25388.762,266.157,0.117,0.0,0.0,0.0
2020,G11409,Alberta,533090.4575,19.3626,2.5898,0.0,0.0,0.0
