"","betaCatenin","CD11b","CD11c","CD138","CD16","CD20","CD209","CD3","CD31","CD4","CD45","CD45RO","CD56","CD63","CD68","CD8","dsDNA","EGFR","FoxP3","H3K27me3","H3K9ac","HLA_Class_1","HLADR","IDO","Keratin17","Keratin6","Ki67","Lag3","MPO","p53","panKeratin","PD1","PDL1","pS6","SMA","Vimentin","centroidX","centroidY"
"Cell_96",0,0,0,0,0,0.647623122,0,0.049090624,0,0,0.466072679,0.127914205,0,0.099018715,0,0.235760197,0.63469094,0,0,0.68906939,0.490817845,0.174128816,0.559764326,0,0,0,0,0,0,0,0,0,0,0.320073664,0,0,1132.497681,983.1886597
"Cell_97",0,0,0,0,0,0.717312515,0,0,0,0,0.382870555,0,0,0,0,0,0.829756498,0,0,0.69984448,0.448477447,0.376891136,0.531637549,0,0,0.009343282,0,0,0,0,0.006268135,0,0,0.406043917,0,0.510719776,1463.881836,984.3429565
"Cell_98",0,0,0,0,0,0.64641881,0,0.009092218,0,0,0.572519183,0.048107084,0,0,0,0.086177103,0.667535841,0,0,0.822072625,0.57934612,0.484896421,0.530328393,0,0,0,0,0,0.08105386,0,0.00569388,0,0,0.452179253,0,0,1144.408325,994.9110107
"Cell_99",0,0,0.030436842,0.269726098,0.00266077,0.715689778,0,0.008882951,0,0,0.623127699,0.110347748,0,0.044495326,0,0.107246898,0.719299316,0,0,0.7101987,0.501643717,0.427718908,0.665280819,0,0,0.045393419,0,0,0,0,0.0360981,0,0,0.42513144,0,0,1883.424561,1038.831177
"Cell_100",0,0,0,0,0.020588903,0.681403875,0,0,0,0,0.700459659,0,0,0,0.176927179,0.081574313,0.777426422,0,0,0.762620449,0.499979436,0.259027034,0.576483309,0,0,0,0,0,0,0,0.010766455,0,0,0.413491011,0,0,1368.376221,1072.02478
"Cell_101",0,0,0,0.025642265,0,0.591141045,0,0,0,0,0.739195943,0.159713462,0,0,0,0,0.676956654,0,0,0.699127555,0.448570937,0.602611184,0.402148366,0,0,0,0,0,0,0,0,0,0,0.346031249,0,0,1462.597778,1118.127808
"Cell_102",0,0,0,0,0,0.633526862,0,0.434054554,0,0,0.607310712,0.081243239,0,0.112526417,0,0,0.663328767,0,0,0.790975332,0.67675668,0.090238281,0.560235202,0,0,0,0,0,0,0,0.222385421,0,0,0.441433519,0,0,879.5758057,1128.466797
"Cell_103",0,0,0,0.083269238,0,0.318721116,0,0.151989132,0,0.070211604,0.687658489,0.530093729,0,0,0,0,0.753586769,0,0,0.748817563,0.655244291,0.147459507,0.461054713,0,0,0.002991438,0,0,0,0,0.004013116,0,0,0.385781169,0.088344671,0.013622911,1639.35791,1146.904053
"Cell_104",0,0,0,0,0,0.472714514,0,0.122424722,0,0.263061672,0.561419189,0.256655574,0,0,0,0,0.682052791,0,0,0.787118137,0.596324563,0.251969308,0.361543775,0,0,0.057148643,0,0,0,0,0.065012306,0,0,0.422311425,0,0,1962.295044,1148.032837
"Cell_105",0,0,0,0.111227423,0,0.765898466,0,0,0,0,0.536735058,0.090980798,0,0.037643373,0,0.056382053,0.803233981,0,0,0.851812303,0.613738477,0.550233841,0.337779433,0,0,0.009461387,0,0,0,0,0.006347393,0,0,0.513835013,0,0,1231.916382,1172.498047
"Cell_106",0,0,0,0.629807651,0,0.912977457,0,0,0,0,0.623050928,0.043774907,0,0,0,0,0.615492225,0,0,0.740651369,0.687013328,0.43934074,0.664453387,0,0,0,0,0,0,0,0,0,0,0.499636054,0,0,1029.057129,1204.514282
"Cell_107",0,0,0,0,0,0.811505795,0,0,0,0,0.440671593,0.011029751,0,0,0,0,0.784415007,0,0,0.863107383,0.658864379,0.579828918,0.589187324,0,0,0.017071895,0,0,0,0,0,0,0,0.539308012,0,0,931.6953735,1207.348633
"Cell_108",0,0,0,0,0,0.80192703,0,0,0,0,0.573433578,0.046075411,0,0,0.02922661,0,0.718857586,0,0,0.800208807,0.680136025,0.367606252,0.608580709,0,0,0,0,0,0,0,0.183683664,0,0,0.525563657,0,0,1041.267334,1216.791504
"Cell_109",0,0,0,0.109706774,0,0.687381148,0,0.067796841,0,0,0.611362815,0,0,0.213374391,0,0,0.649109304,0,0,0.761807263,0.475651175,0.431379378,0.342714131,0,0,0.067988314,0,0,0,0,0.142739236,0,0,0.43257001,0,0,876.8173828,1221.184814
"Cell_110",0,0,0,0,0,0.377748638,0,0,0,0,0.358558387,0,0,0,0,0,0.611029148,0,0,0.818544865,0.59508127,0.493089467,0.33124432,0,0,0.024599262,0,0,0,0,0.115155466,0,0,0.401130497,0,0.350215852,734.8508301,1229.690552
"Cell_111",0,0.268910646,0.212493718,0,0.094509006,0.619034052,0,0.008409803,0,0,0.637899518,0.242333114,0,0.106026679,0.342173666,0,0.604527533,0,0,0.748066127,0.542189002,0.605170369,0.628887951,0,0,0.017653519,0,0,0,0,0.044650201,0,0,0.428543895,0,0,906.2155151,1245.687622
"Cell_112",0,0.166429177,0.022420477,0,0,0.375532627,0,0.139877066,0,0.184738755,0.612086833,0.432092041,0,0,0.392272502,0,0.764934957,0,0,0.742470682,0.708695829,0.232284859,0.46013537,0,0,0.009616336,0,0,0.113688163,0,0.05872117,0,0,0.381866544,0,0,953.789856,1247.567749
"Cell_113",0,0,0,0,0,0.717159152,0,0,0,0,0.623620272,0,0,0.052944921,0,0,0.674290597,0,0,0.768340111,0.554873705,0.490436405,0.352362305,0,0,0,0,0,0,0,0,0,0,0.422115892,0,0,1281.485229,1263.139282
"Cell_114",0,0,0,0,0,0.620532393,0,0,0,0,0.59297955,0.047488827,0,0,0.097288169,0.100624427,0.750510812,0,0,0.775640666,0.597755551,0.423006833,0.522215962,0,0,0.010471407,0,0,0,0,0.011239247,0,0,0.413156688,0.011837489,0,1247.545166,1266.767456
"Cell_115",0,0,0,0.048483033,0,0.597450197,0,0.099682949,0,0.024439177,0.576605201,0.085398406,0,0.018637372,0,0,0.765501261,0,0,0.733034611,0.494813561,0.356171578,0.524911344,0,0,0.003464418,0,0,0,0,0.018582646,0,0,0.346890062,0,0,1968.098022,1300.234985
"Cell_116",0,0,0,0,0,0.428677708,0,0,0,0,0.471008986,0,0,0.184892043,0,0,0.630957425,0,0,0.739473939,0.430495501,0.142975271,0.377412975,0,0,0.249386013,0,0,0,0,0.497388601,0,0,0.382103056,0,0,1739.297974,1325.290039
"Cell_117",0,0,0,0.002556618,0,0.73915565,0,0.191498682,0,0.371857017,0.682370722,0.476373255,0,0,0,0,0.831372678,0,0,0.776454389,0.573657036,0.589352071,0.455011219,0,0,0.211835086,0,0,0,0,0.068018116,0,0.204365328,0.421064824,0,0,1291.854004,1352.915039
"Cell_118",0,0,0,0.023884995,0,0.464574009,0,0.331233472,0,0.260750532,0.567457378,0.431741148,0,0.032538038,0,0.069417492,0.816450775,0,0,0.884760082,0.619380772,0.440960795,0.519712031,0,0,0.06574928,0,0,0,0,0.205481961,0,0,0.567871928,0,0,1659.071045,1363.600952
"Cell_119",0,0,0,0,0,0.620702505,0,0.018182112,0,0.01996248,0.51018858,0.107091181,0,0,0.105285555,0,0.682632267,0,0,0.692810416,0.506246805,0.512613177,0.562063754,0,0,0,0,0,0,0,0,0,0,0.338255048,0,0,907.4660034,1369.661987
"Cell_120",0,0,0,0,0,0.932926655,0,0,0,0,0.608985305,0.249596924,0,0.321080357,0,0,0.672832429,0,0,0.565122724,0.376924306,0.787637711,0.643280625,0,0,0,0,0,0,0,0,0,0,0.443871588,0,0,974.1781006,1373.615967
"Cell_121",0,0,0,0,0.173250675,0.616666913,0,0.221931458,0,0.202845588,0.712710261,0.18888104,0,0,0.074602462,0,0.635129035,0,0,0.759031892,0.523132563,0.472995371,0.460931718,0,0,0.068527743,0,0,0,0,0.103872366,0,0,0.47986725,0,0,1013.695007,1376.456055
"Cell_122",0,0,0,0,0,0.62399745,0,0.346091032,0,0.200991645,0.67723757,0.35771051,0,0.025968386,0,0,0.729942679,0,0,0.744119406,0.606162846,0.303949744,0.508127809,0,0,0.004346706,0,0,0,0,0.002915725,0,0,0.405036718,0,0,895.4638062,1385.909058
"Cell_123",0,0,0,0.043107804,0,0.731706262,0,0.26368463,0,0,0.525816977,0.074488446,0,0,0,0.25260061,0.593961775,0,0,0.624780238,0.359346867,0.366862446,0.599945188,0,0,0.004397793,0,0,0,0,0.007866108,0,0,0.292946935,0,0,794.6004028,1395.327026
"Cell_124",0,0,0,0,0,0.426102877,0,0,0,0,0.176009536,0,0,0,0,0,0.675297022,0,0,0.523596942,0.363621205,0.220269442,0.437455863,0,0,0.155675665,0,0,0,0,0.247220933,0,0,0.233653739,0.17034331,0.476435572,435.8395996,1427.807007
"Cell_125",0,0,0,0.243001133,0,0.865336955,0,0,0,0,0.478078097,0,0,0,0,0,0.647872448,0,0,0.676151276,0.523706973,0.501254678,0.603012025,0,0,0.016567921,0,0,0,0,0.037738863,0,0,0.407984793,0,0,895.12677,1437.092041
"Cell_126",0,0,0,0,0,0.532043099,0,0.277730674,0,0.106438965,0.686326027,0.320809841,0,0,0,0.226326868,0.793233514,0,0,0.807808042,0.666198075,0.181111813,0.475392282,0,0,0,0,0,0,0,0,0,0,0.459750444,0,0,1077.234009,1467.296021
"Cell_127",0,0,0,0,0,0.58349961,0,0,0,0,0.389690608,0,0,0.164438874,0,0,0.667137325,0,0,0.717692375,0.541901886,0.20555602,0.432141006,0,0,0.253539294,0,0,0,0,0.533658028,0,0,0.318425119,0,0,807.7672119,1499.047974
"Cell_128",0,0,0,0,0,0.422905743,0,0.040828198,0,0,0.448146522,0.113450319,0,0,0,0,0.85905385,0,0,0.816698372,0.585392058,0.195783213,0.548413873,0,0,0,0,0,0,0,0,0,0,0.475736767,0,0.467277944,1072.073975,1498.490967
"Cell_129",0,0,0,0.077768408,0,0.888330102,0,0.079458356,0,0,0.658986151,0.21800445,0,0.141523868,0,0.154837415,0.807825089,0,0,0.661635339,0.452162594,0.41628626,0.519297779,0,0,0.063194796,0,0,0,0,0,0,0,0.419208556,0,0,785.6328125,1508.452026
"Cell_130",0,0,0.010273868,0,0,0.584252238,0,0.167465702,0,0,0.620326459,0.187158212,0,0.177358165,0,0,0.847625971,0,0,0.881583869,0.671363592,0.481087565,0.379653603,0,0,0,0,0,0,0,0.042121477,0,0,0.527369618,0,0.00478037,1110.053955,1514.187988
"Cell_131",0,0,0,0.094587244,0,0.840108812,0,0,0,0,0.492412925,0,0,0,0,0,0.490690649,0,0,0.590644598,0.343641549,0.68797493,0.370111227,0,0,0,0,0,0,0,0,0,0,0.30915302,0,0,1000.856995,1512.797974
"Cell_132",0,0,0,0,0,0.852333009,0,0,0,0,0.558408618,0.094416499,0,0.020069182,0,0,0.662824214,0,0,0.524973512,0.55536139,0.270918369,0.542764425,0,0,0.004796762,0,0,0,0,0,0,0,0.41163978,0,0,674.0473022,1514.730957
"Cell_133",0,0,0,0,0,0.709379315,0,0,0,0,0.455897599,0.079952098,0,0.148512155,0,0.045074657,0.799192488,0,0,0.845831811,0.649408221,0.303637415,0.622056961,0,0,0.255867273,0,0,0,0,0.028751563,0,0,0.501151681,0,0,796.93573,1520.274048
"Cell_134",0,0,0.030679679,0,0,0.777275801,0,0.068336084,0,0.030955292,0.54232192,0.263877809,0,0.289142787,0.081541032,0,0.843308389,0,0,0.914205313,0.696853757,0.533387899,0.462231606,0,0,0,0,0,0,0,0.084987111,0,0,0.599717438,0,0,1129.884033,1519.550049
"Cell_135",0,0,0,0,0,0.571318388,0,0.444589108,0,0.195140809,0.697657108,0.438645065,0,0.073658526,0,0,0.789888501,0,0,0.746251047,0.754674971,0.361998558,0.539034605,0,0,0.001479366,0,0,0,0,0.007937863,0,0,0.381325126,0,0,961.7955933,1521.244995
"Cell_136",0,0,0,0,0,0.485572666,0,0.174851537,0,0.079235017,0.580054402,0.237107038,0,0,0,0,0.566503584,0,0,0.647376716,0.589448452,0.299598694,0.560140789,0,0,0.003070753,0,0,0,0,0.053355392,0,0,0.243148133,0,0,859.8408813,1521.438965
"Cell_137",0,0,0,0.398614675,0,0.502631366,0,0,0,0,0.490836352,0.050362211,0,0,0,0,0.484305829,0,0,0.740630269,0.518341959,0.427468687,0.348670334,0,0,0.296894252,0,0,0,0,0.622891188,0,0,0.403623521,0,0,990.6315918,1525.359985
"Cell_138",0,0,0,0,0,0.561870992,0,0.378504097,0,0,0.556028664,0.324428558,0,0,0,0,0.611780047,0,0,0.726734519,0.677117646,0.21864973,0.320813268,0,0,0.06685023,0,0,0,0,0.246178344,0,0,0.339687467,0,0,1538.61499,1533.161011
"Cell_139",0,0,0,0,0,0.678428769,0,0.052842475,0,0,0.589406848,0.060356557,0,0,0.05030781,0,0.816457808,0,0,0.749073982,0.594161928,0.290174931,0.466152877,0,0,0,0,0,0,0,0,0,0,0.527478218,0,0,900.5374146,1536.310059
"Cell_140",0,0,0,0,0,0.947095752,0,0.078184843,0,0,0.725970924,0.165533289,0,0,0,0,0.694944263,0,0,0.822011113,0.687137604,0.664827943,0.606006801,0,0,0,0,0,0,0,0,0,0,0.522648692,0,0,954.1613159,1537.064941
"Cell_141",0,0,0,0,0,0.874707103,0,0.294763327,0,0.167145595,0.770797431,0.308215678,0,0,0,0,0.79409647,0,0,0.730378032,0.613801897,0.640565276,0.721736372,0,0,0,0,0,0,0,0,0,0,0.46315518,0,0,968.3790283,1540.94397
"Cell_142",0,0,0.15292199,0,0,0.706467688,0,0.289932847,0,0.23946549,0.819465637,0.161732942,0,0,0.163018227,0,0.823807418,0,0,0.799622178,0.603545964,0.639094591,0.44439429,0,0,0,0,0,0,0,0,0,0,0.439645976,0,0,1111.709961,1542.152954
"Cell_143",0,0,0,0,0,0.586163819,0,0.390259981,0,0,0.65642345,0.330580175,0,0,0,0,0.785065114,0,0,0.787400067,0.649330378,0.314606011,0.533570468,0,0,0.034558184,0,0,0,0,0.059498448,0,0,0.443242669,0,0,955.2778931,1555.786011
"Cell_144",0,0,0.006551224,0.163658217,0,0.817678452,0,0.025783561,0,0,0.559497297,0.175993428,0,0,0.040524933,0.186188444,0.600112796,0,0,0.669418871,0.567905605,0.425197691,0.650176585,0,0,0,0,0,0,0,0,0,0,0.360232145,0,0,1111.088989,1563.55896
"Cell_145",0,0,0,0,0,0.673424721,0,0.128852412,0,0,0.591098964,0.085447416,0,0,0,0.381764859,0.659151077,0,0,0.675217628,0.469866842,0.521560311,0.373626918,0,0,0,0,0,0,0,0,0,0,0.366912991,0,0,1151,1566.952026
"Cell_146",0,0,0,0.190049946,0,0.787491679,0,0.217182934,0,0.040684588,0.618279338,0.220797688,0,0.031008741,0,0,0.59122026,0,0,0.812602639,0.63629514,0.482609957,0.661591709,0,0,0.079585291,0,0,0,0,0.164403066,0,0,0.482785076,0,0,807.6868286,1570.871948
"Cell_147",0,0,0,0,0,0.383147687,0,0.089932926,0,0,0.33709839,0.214061692,0,0,0,0,0.728290677,0,0,0.668238997,0.509145021,0.098035507,0.452126473,0,0,0.306631416,0,0,0,0,0.569175005,0,0.176350966,0.259284526,0,0,781.1040039,1574.767944
"Cell_148",0,0,0.014866725,0,0,0.783862174,0,0,0,0,0.552686572,0.098098978,0,0,0,0,0.69857651,0,0,0.815460563,0.618752718,0.432316661,0.672611117,0,0,0.086515658,0,0,0,0,0.168772906,0,0,0.467914522,0,0,1265.512939,1575.662964
"Cell_149",0,0,0,0,0,0.604140818,0,0.223318771,0,0.104984596,0.644481957,0.258617312,0,0,0.011644047,0.125454456,0.839191496,0,0,0.886633933,0.604172766,0.356867522,0.421851516,0,0,0.046336614,0,0,0,0,0.295760781,0,0,0.548096716,0.062720805,0,1734.238037,1578.128052
"Cell_150",0,0,0,0,0,0.641183197,0,0.287226915,0,0,0.724560201,0.313818514,0,0.22927697,0,0.112325817,0.733190417,0,0,0.763144314,0.622828841,0.405082077,0.461506039,0,0,0.018226376,0,0,0,0,0,0,0,0.375692606,0,0,1151.141968,1583.609985
"Cell_151",0,0,0,0,0,0.668981016,0,0.010185307,0,0,0.629961133,0.100140534,0,0,0,0,0.659846425,0,0,0.765380621,0.603836715,0.428185433,0.351099759,0,0,0.070492081,0,0,0,0,0.199856803,0,0,0.450921386,0,0,1175.94104,1585.43396
"Cell_152",0,0,0,0,0,0.729031682,0,0.308344513,0,0.120588049,0.722210109,0.371509075,0,0,0,0,0.606101215,0,0,0.767689466,0.621466041,0.310173541,0.485191077,0,0,0,0,0,0,0,0,0,0,0.399407983,0,0,847.940918,1586.295044
"Cell_153",0,0,0,0,0,0.4019427,0,0.016673626,0,0,0.248673558,0.067569524,0,0.113308676,0,0,0.685789168,0,0,0.570377111,0.495616317,0.069107346,0.419616491,0,0,0.096816316,0,0,0,0,0.267934263,0,0,0.290965438,0,0.343019903,929.4348145,1591.120972
"Cell_154",0,0,0,0,0,0.767620623,0,0.460311145,0,0,0.713342369,0.627865136,0,0,0,0.153372049,0.658048511,0,0,0.664445579,0.693953276,0.414687932,0.610428631,0,0,0,0,0,0,0,0,0,0,0.361183077,0,0,948.5491943,1593.11499
"Cell_155",0,0,0,0,0,0.666072726,0,0,0,0,0.587614059,0.21003665,0,0.001861216,0,0,0.760837853,0,0,0.844741464,0.684262693,0.319132715,0.454476833,0,0,0,0,0,0,0,0.041654699,0,0,0.487511009,0,0,1075.712036,1599.75
"Cell_156",0,0,0,0,0,0.813286304,0,0.503327549,0,0.096163757,0.72409296,0.418809474,0,0,0,0,0.638188958,0,0,0.661554396,0.655557036,0.241550401,0.593723118,0,0,0,0,0,0,0,0,0,0,0.305390954,0,0,841.9873047,1603.043945
"Cell_157",0,0,0,0,0,0.695419908,0,0,0,0,0.701560438,0,0,0.537241578,0,0,0.658124208,0,0,0.634574771,0.44357726,0.497144133,0.410937309,0,0,0.09818916,0,0,0,0,0.095112607,0,0,0.316352814,0,0,1108.203979,1607.301025
"Cell_158",0,0,0,0,0,0.724890649,0,0.128669202,0,0,0.623182058,0.233769298,0,0,0.139886498,0.029716512,0.724645436,0,0,0.731556475,0.478616178,0.354748607,0.501559973,0,0,0.043625098,0,0,0,0,0.125349551,0,0,0.382820159,0,0,979.5739136,1609.493042
"Cell_159",0,0,0,0.031434488,0,0.696965337,0,0.126270354,0,0.05005445,0.538864732,0.251710027,0,0,0,0,0.774686337,0,0,0.722302794,0.662317395,0.404822469,0.622167885,0,0,0.02574946,0,0,0,0,0.118163429,0,0,0.393668264,0,0,825.1757202,1609.458984
"Cell_160",0,0,0,0,0,0.664273262,0,0.118667193,0,0,0.619436562,0.158491537,0,0,0,0,0.746337771,0,0,0.775744855,0.62387675,0.29907608,0.545806944,0,0,0,0,0,0,0,0,0,0,0.435732901,0,0,947.5222778,1609.968018
"Cell_161",0,0,0,0,0,0.622567117,0,0.175092712,0,0.115961671,0.51645714,0.039246541,0,0,0,0,0.822298825,0,0,0.756625116,0.599770486,0.463853508,0.534782648,0,0,0.027626878,0,0,0,0,0.044746831,0,0,0.394696712,0,0,1229.427979,1607.255981
"Cell_162",0,0,0,0,0,0.781285048,0,0.07492844,0,0,0.653465033,0.117152028,0,0,0,0,0.725097954,0,0,0.785418153,0.67883867,0.604474366,0.55303061,0,0,0,0,0,0,0,0,0,0,0.454170823,0,0,850.3269043,1620.723999
"Cell_163",0,0,0,0,0,0.773882627,0,0.081241734,0,0,0.532913446,0.148880333,0,0,0,0,0.753563166,0,0,0.717842579,0.574399412,0.460392505,0.549654663,0,0,0,0,0,0,0,0,0,0,0.410029799,0,0,1003.765015,1621.312012
"Cell_164",0,0,0,0,0,0.623812079,0,0.15130733,0,0.120072365,0.517161548,0.235127777,0,0.055810887,0,0,0.700243235,0,0,0.677161813,0.466700315,0.238355145,0.52799654,0,0,0.046659525,0,0,0,0,0.148467973,0,0,0.346480668,0,0,631.2700195,1623.396973
"Cell_165",0,0,0,0,0,0.823996365,0,0.025656641,0,0,0.498186916,0.136029631,0,0,0,0.083667688,0.752886355,0,0,0.766016543,0.592802525,0.486218035,0.635483623,0,0,0.082531095,0,0,0,0,0.334442556,0,0,0.417291045,0,0,759.3497925,1624.093994
"Cell_166",0,0,0,0,0,0.907689691,0,0,0,0,0.593757272,0.106167503,0,0,0,0,0.747560263,0,0,0.803931355,0.649897575,0.450870186,0.708785236,0,0,0,0,0,0,0,0,0,0,0.482195646,0,0,959.2252808,1623.86499
"Cell_167",0,0,0,0,0,0.726196826,0,0.024801966,0,0,0.566357017,0.057362348,0,0,0,0,0.812281251,0,0,0.914025724,0.774383366,0.374065965,0.555816114,0,0,0,0,0,0,0,0.031034403,0,0,0.584677398,0,0,773.9179077,1626.063965
"Cell_168",0,0,0,0,0,0.699152648,0,0,0,0,0.429492861,0,0,0,0,0,0.772273719,0,0,0.759950042,0.590954483,0.392143577,0.620540679,0,0,0.021594793,0,0,0,0,0.02897015,0,0,0.43924883,0,0,920.4221802,1625.993042
"Cell_169",0,0,0,0,0,0.635431111,0,0,0,0,0.487130404,0,0,0,0,0,0.780720174,0,0,0.796087384,0.714575052,0.415870488,0.569100022,0,0,0,0,0,0,0,0,0,0,0.449813336,0,0,938.0516968,1626.425049
"Cell_170",0,0,0,0,0,0.878244638,0,0,0,0,0.613050401,0,0,0,0,0,0.833738446,0,0,0.739816308,0.483570486,0.519620299,0.536126077,0,0,0.190107182,0,0,0,0,0,0,0,0.45845899,0,0,1257.006958,1627.395996
"Cell_171",0,0,0,0,0,0.733063161,0,0,0,0,0.511256158,0,0,0,0,0,0.719426513,0,0,0.838450134,0.645135522,0.294786304,0.468519211,0,0,0.021812432,0,0,0,0,0.252878457,0,0,0.49381429,0,0,1272.511963,1627.760986
"Cell_172",0,0,0,0,0,0.694925189,0,0.223031461,0,0.296967,0.626590371,0.075356677,0,0,0,0,0.727116108,0,0,0.862625837,0.636615634,0.636793256,0.416372478,0,0,0.038698751,0,0,0,0,0.077536128,0,0,0.514959693,0,0,1567.437012,1629.916016
"Cell_173",0,0,0,0,0,0.642366767,0,0,0,0,0.528308094,0,0,0.188407838,0,0,0.786180794,0,0,0.737675905,0.510937154,0.325263619,0.467428923,0,0,0.04449914,0,0,0,0,0.011993073,0,0,0.391421467,0,0,1106.345947,1631.984985
"Cell_174",0,0,0,0,0,0.578584909,0,0.030276772,0.165378064,0.055356085,0.453228295,0.086290874,0,0,0,0,0.698152721,0,0,0.593673468,0.233970523,0.427847773,0.55448848,0,0,0,0,0,0,0,0,0,0,0.309725672,0,0.357561737,1048.302002,1637.494019
"Cell_175",0,0,0,0,0,0.392301172,0,0.159359798,0,0.076461934,0.574897707,0.33584097,0,0,0,0,0.806255341,0,0,0.845792711,0.745234013,0.282641739,0.436003029,0,0,0.24209176,0,0,0,0,0,0,0,0.498091102,0,0.167348877,1208.338989,1636.108032
"Cell_176",0,0,0,0,0,0.719133615,0,0,0,0,0.454577655,0.032492887,0,0,0,0,0.773738384,0,0,0.831844926,0.711876392,0.178179324,0.613776088,0,0,0.013734505,0,0,0,0,0,0,0,0.489805281,0,0,905.68927,1635.428955
"Cell_177",0,0,0,0,0,0.730460227,0,0.329719692,0,0.419386119,0.657614708,0.466526449,0,0,0,0,0.693690062,0,0,0.875379205,0.791667223,0.421283334,0.471506149,0,0,0.042486884,0,0,0,0,0.168905184,0,0,0.532808125,0,0,725.1809082,1638.703979
"Cell_178",0,0,0,0,0,0.734042466,0,0.1789736,0,0.280983329,0.72806251,0.362215251,0,0,0,0,0.72394377,0,0,0.739039242,0.610040605,0.520048022,0.605762124,0,0,0,0,0,0,0,0,0,0,0.406783968,0,0,836.3682861,1637.218994
"Cell_179",0,0,0,0,0,0.729442418,0,0,0,0,0.540633738,0.030951919,0,0,0,0,0.830129325,0,0,0.814499021,0.539534986,0.414599121,0.551772416,0,0,0,0,0,0,0,0.004876877,0,0,0.446702689,0,0,821.4752808,1641.103027
"Cell_180",0,0,0,0,0,0.858612478,0,0,0,0,0.513919652,0.187961832,0,0,0,0,0.740378499,0,0,0.788287103,0.662259996,0.424947113,0.713648677,0,0,0,0,0,0,0,0,0,0,0.461360574,0,0,953.7570801,1641.227051
"Cell_181",0,0,0,0,0,0.682903469,0,0,0,0,0.421431452,0,0,0,0,0,0.795453072,0,0,0.732331216,0.383210689,0.346311331,0.598476946,0,0,0.025224583,0,0,0,0,0.08544571,0,0,0.474451274,0,0,623.1331177,1642.598022
"Cell_182",0.074306265,0,0,0.152625144,0,0.688846052,0,0.067710668,0.03588121,0,0.614652514,0.1147158,0,0,0,0.096695498,0.767203569,0,0,0.729822457,0.629895866,0.405697495,0.490232974,0,0,0,0,0,0,0,0,0,0,0.388266414,0,0.133105293,1165.984009,1640.843994
"Cell_183",0,0,0,0.075517118,0,0.7856794,0,0,0,0,0.585514426,0,0,0,0,0,0.817828119,0,0,0.844904482,0.611088634,0.546480834,0.407762885,0,0,0.002006656,0,0,0,0,0.056298032,0,0,0.520788789,0,0,1265.77002,1643.302002
"Cell_184",0,0,0,0,0,0.736900866,0,0,0,0,0.452735186,0.10725379,0,0,0,0,0.819483697,0,0,0.774927497,0.588577151,0.525676489,0.559815049,0,0,0.089304857,0,0,0,0,0.033244945,0,0,0.476352394,0,0,884.5892944,1645.012939
"Cell_185",0,0,0,0,0,0.702409625,0,0,0,0,0.52863127,0.019677751,0,0,0,0,0.74942714,0,0,0.733159363,0.567830682,0.457930058,0.413731784,0,0,0,0,0,0,0,0,0,0,0.383637011,0,0,1071.009033,1648.230957
"Cell_186",0,0,0,0,0,0.775363684,0,0.064618886,0,0.025846753,0.591645181,0.137481391,0,0,0,0,0.786349654,0,0,0.823074043,0.677060127,0.426526815,0.598580182,0,0,0,0,0,0,0,0,0,0,0.501066625,0,0,931.5661011,1648.68103
"Cell_187",0,0,0,0,0,0.675848365,0,0,0,0,0.520516098,0,0,0,0,0,0.645982027,0,0,0.764861941,0.573284328,0.488856405,0.447494447,0,0,0,0,0,0,0,0,0,0,0.352799654,0,0.325461805,1201.979004,1648.979004
"Cell_188",0,0,0,0,0,0.699905455,0,0,0,0,0.537795603,0,0,0,0,0,0.785213292,0,0,0.804260254,0.548269987,0.265754908,0.596401989,0,0,0,0,0,0,0,0,0,0,0.501060247,0,0,900.6503296,1648.822021
"Cell_189",0,0,0,0,0,0.683198273,0,0,0,0,0.458494544,0.012425848,0,0,0,0,0.701293886,0,0,0.779708564,0.686145782,0.456625432,0.499882042,0,0,0,0,0,0,0,0,0,0,0.418255597,0,0,968.2194214,1649.41394
"Cell_190",0,0,0,0,0,0.642572165,0,0.346091032,0,0.181466624,0.683748543,0.237242997,0,0,0,0,0.780499518,0,0,0.782656372,0.665935636,0.320411593,0.523605466,0,0,0,0,0,0,0,0,0,0,0.386279732,0,0,1029.623047,1655.488037
"Cell_191",0,0,0,0,0,0.798935115,0,0.045573536,0,0,0.493572593,0.012099539,0,0,0,0,0.748691142,0,0,0.775291502,0.645379305,0.44495523,0.55227685,0,0,0.015608642,0,0,0,0,0,0,0,0.5052163,0,0,1114.484985,1650.470947
"Cell_192",0,0,0,0,0,0.584084809,0,0,0,0,0.276688576,0,0,0,0,0,0.717323661,0,0,0.664080262,0.437692046,0.369823605,0.467826217,0,0,0.338584334,0,0,0,0,0.413542211,0,0,0.323588222,0,0,783.4459839,1653.041016
"Cell_193",0,0,0,0,0,0.60863322,0,0.106130444,0,0,0.603184998,0.089018725,0,0,0,0,0.765982747,0,0,0.732375026,0.632170379,0.433310807,0.450366348,0,0,0,0,0,0,0,0,0,0,0.379533321,0,0,1050.562988,1651.245972
